cutoff,row_index,date,year,joint_completed,seen_round13_rolling,seen_round15_validation,seen_round2_validation,seen_round3_validation,seen_round1_later_development,previously_evaluated
2016-12-31,1506,2017-04-14,2017,2017-04-24,True,False,False,False,False,True
2016-12-31,1511,2017-04-21,2017,2017-05-02,True,False,False,False,False,True
2016-12-31,1516,2017-04-28,2017,2017-05-08,True,False,False,False,False,True
2016-12-31,1520,2017-05-05,2017,2017-05-15,True,False,False,False,False,True
2016-12-31,1525,2017-05-12,2017,2017-05-22,True,False,False,False,False,True
2016-12-31,1530,2017-05-19,2017,2017-05-31,True,False,False,False,False,True
2016-12-31,1535,2017-05-26,2017,2017-06-06,True,False,False,False,False,True
2016-12-31,1538,2017-06-02,2017,2017-06-12,True,False,False,False,False,True
2016-12-31,1543,2017-06-09,2017,2017-06-19,True,False,False,False,False,True
2016-12-31,1548,2017-06-16,2017,2017-06-26,True,False,False,False,False,True
2016-12-31,1553,2017-06-23,2017,2017-07-03,True,False,False,False,False,True
2016-12-31,1558,2017-06-30,2017,2017-07-10,True,False,False,False,False,True
2016-12-31,1563,2017-07-07,2017,2017-07-17,True,False,False,False,False,True
2016-12-31,1568,2017-07-14,2017,2017-07-24,True,False,False,False,False,True
2016-12-31,1573,2017-07-21,2017,2017-07-31,True,False,False,False,False,True
2016-12-31,1578,2017-07-28,2017,2017-08-07,True,False,False,False,False,True
2016-12-31,1583,2017-08-04,2017,2017-08-14,True,False,False,False,False,True
2016-12-31,1588,2017-08-11,2017,2017-08-21,True,False,False,False,False,True
2016-12-31,1593,2017-08-18,2017,2017-08-28,True,False,False,False,False,True
2016-12-31,1598,2017-08-25,2017,2017-09-04,True,False,False,False,False,True
2016-12-31,1603,2017-09-01,2017,2017-09-11,True,False,False,False,False,True
2016-12-31,1608,2017-09-08,2017,2017-09-18,True,False,False,False,False,True
2016-12-31,1613,2017-09-15,2017,2017-09-25,True,False,False,False,False,True
2016-12-31,1618,2017-09-22,2017,2017-10-09,True,False,False,False,False,True
2016-12-31,1623,2017-09-29,2017,2017-10-16,True,False,False,False,False,True
2016-12-31,1628,2017-10-13,2017,2017-10-23,True,False,False,False,False,True
2016-12-31,1633,2017-10-20,2017,2017-10-30,True,False,False,False,False,True
2016-12-31,1638,2017-10-27,2017,2017-11-06,True,False,False,False,False,True
2016-12-31,1643,2017-11-03,2017,2017-11-13,True,False,False,False,False,True
2016-12-31,1648,2017-11-10,2017,2017-11-20,True,False,False,False,False,True
2016-12-31,1653,2017-11-17,2017,2017-11-27,True,False,False,False,False,True
2016-12-31,1658,2017-11-24,2017,2017-12-04,True,False,False,False,False,True
2016-12-31,1663,2017-12-01,2017,2017-12-11,True,False,False,False,False,True
2016-12-31,1668,2017-12-08,2017,2017-12-18,True,False,False,False,False,True
2016-12-31,1673,2017-12-15,2017,2017-12-25,True,False,False,False,False,True
2016-12-31,1678,2017-12-22,2017,2018-01-02,True,False,False,False,False,True
2016-12-31,1683,2017-12-29,2017,2018-01-08,True,False,False,False,False,True
2017-12-31,1687,2018-01-05,2018,2018-01-15,True,True,True,True,False,True
2017-12-31,1692,2018-01-12,2018,2018-01-22,True,True,True,True,False,True
2017-12-31,1697,2018-01-19,2018,2018-01-29,True,True,True,True,False,True
2017-12-31,1702,2018-01-26,2018,2018-02-05,True,True,True,True,False,True
2017-12-31,1707,2018-02-02,2018,2018-02-12,True,True,True,True,False,True
2017-12-31,1712,2018-02-09,2018,2018-02-26,True,True,True,True,False,True
2017-12-31,1717,2018-02-23,2018,2018-03-05,True,True,True,True,False,True
2017-12-31,1722,2018-03-02,2018,2018-03-12,True,True,True,True,False,True
2017-12-31,1727,2018-03-09,2018,2018-03-19,True,True,True,True,False,True
2017-12-31,1732,2018-03-16,2018,2018-03-26,True,True,True,True,False,True
2017-12-31,1737,2018-03-23,2018,2018-04-02,True,True,True,True,False,True
2017-12-31,1742,2018-03-30,2018,2018-04-16,True,True,True,True,False,True
2017-12-31,1750,2018-04-13,2018,2018-04-23,True,True,True,True,False,True
2017-12-31,1755,2018-04-20,2018,2018-05-02,True,True,True,True,False,True
2017-12-31,1760,2018-04-27,2018,2018-05-08,True,True,True,True,False,True
2017-12-31,1763,2018-05-04,2018,2018-05-14,True,True,True,True,False,True
2017-12-31,1768,2018-05-11,2018,2018-05-21,True,True,True,True,False,True
2017-12-31,1773,2018-05-18,2018,2018-05-28,True,True,True,True,False,True
2017-12-31,1778,2018-05-25,2018,2018-06-04,True,True,True,True,False,True
2017-12-31,1783,2018-06-01,2018,2018-06-11,True,True,True,True,False,True
2017-12-31,1788,2018-06-08,2018,2018-06-19,True,True,True,True,False,True
2017-12-31,1793,2018-06-15,2018,2018-06-25,True,True,True,True,False,True
2017-12-31,1797,2018-06-22,2018,2018-07-02,True,True,True,True,False,True
2017-12-31,1802,2018-06-29,2018,2018-07-09,True,True,True,True,False,True
2017-12-31,1807,2018-07-06,2018,2018-07-16,True,True,True,True,False,True
2017-12-31,1812,2018-07-13,2018,2018-07-23,True,True,True,True,False,True
2017-12-31,1817,2018-07-20,2018,2018-07-30,True,True,True,True,False,True
2017-12-31,1822,2018-07-27,2018,2018-08-06,True,True,True,True,False,True
2017-12-31,1827,2018-08-03,2018,2018-08-13,True,True,True,True,False,True
2017-12-31,1832,2018-08-10,2018,2018-08-20,True,True,True,True,False,True
2017-12-31,1837,2018-08-17,2018,2018-08-27,True,True,True,True,False,True
2017-12-31,1842,2018-08-24,2018,2018-09-03,True,True,True,True,False,True
2017-12-31,1847,2018-08-31,2018,2018-09-10,True,True,True,True,False,True
2017-12-31,1852,2018-09-07,2018,2018-09-17,True,True,True,True,False,True
2017-12-31,1857,2018-09-14,2018,2018-09-25,True,True,True,True,False,True
2017-12-31,1862,2018-09-21,2018,2018-10-08,True,True,True,True,False,True
2017-12-31,1866,2018-09-28,2018,2018-10-15,True,True,True,True,False,True
2017-12-31,1871,2018-10-12,2018,2018-10-22,True,True,True,True,False,True
2017-12-31,1876,2018-10-19,2018,2018-10-29,True,True,True,True,False,True
2017-12-31,1881,2018-10-26,2018,2018-11-05,True,True,True,True,False,True
2017-12-31,1886,2018-11-02,2018,2018-11-12,True,True,True,True,False,True
2017-12-31,1891,2018-11-09,2018,2018-11-19,True,True,True,True,False,True
2017-12-31,1896,2018-11-16,2018,2018-11-26,True,True,True,True,False,True
2017-12-31,1901,2018-11-23,2018,2018-12-03,True,True,True,True,False,True
2017-12-31,1906,2018-11-30,2018,2018-12-10,True,True,True,True,False,True
2017-12-31,1911,2018-12-07,2018,2018-12-17,True,True,True,True,False,True
2017-12-31,1916,2018-12-14,2018,2018-12-24,True,True,True,True,False,True
2017-12-31,1921,2018-12-21,2018,2019-01-02,True,True,True,True,False,True
2017-12-31,1926,2018-12-28,2018,2019-01-08,True,True,True,True,False,True
2018-12-31,1929,2019-01-04,2019,2019-01-14,True,True,True,True,False,True
2018-12-31,1934,2019-01-11,2019,2019-01-21,True,True,True,True,False,True
2018-12-31,1939,2019-01-18,2019,2019-01-28,True,True,True,True,False,True
2018-12-31,1944,2019-01-25,2019,2019-02-11,True,True,True,True,False,True
2018-12-31,1949,2019-02-01,2019,2019-02-18,True,True,True,True,False,True
2018-12-31,1954,2019-02-15,2019,2019-02-25,True,True,True,True,False,True
2018-12-31,1959,2019-02-22,2019,2019-03-04,True,True,True,True,False,True
2018-12-31,1964,2019-03-01,2019,2019-03-11,True,True,True,True,False,True
2018-12-31,1969,2019-03-08,2019,2019-03-18,True,True,True,True,False,True
2018-12-31,1974,2019-03-15,2019,2019-03-25,True,True,True,True,False,True
2018-12-31,1979,2019-03-22,2019,2019-04-01,True,True,True,True,False,True
2018-12-31,1984,2019-03-29,2019,2019-04-15,True,True,True,True,False,True
2018-12-31,1993,2019-04-12,2019,2019-04-22,True,True,True,True,False,True
2018-12-31,1998,2019-04-19,2019,2019-04-29,True,True,True,True,False,True
2018-12-31,2003,2019-04-26,2019,2019-05-13,True,True,True,True,False,True
2018-12-31,2010,2019-05-10,2019,2019-05-20,True,True,True,True,False,True
2018-12-31,2015,2019-05-17,2019,2019-05-27,True,True,True,True,False,True
2018-12-31,2020,2019-05-24,2019,2019-06-03,True,True,True,True,False,True
2018-12-31,2025,2019-05-31,2019,2019-06-17,True,True,True,True,False,True
2018-12-31,2034,2019-06-14,2019,2019-06-24,True,True,True,True,False,True
2018-12-31,2039,2019-06-21,2019,2019-07-01,True,True,True,True,False,True
2018-12-31,2044,2019-06-28,2019,2019-07-08,True,True,True,True,False,True
2018-12-31,2049,2019-07-05,2019,2019-07-15,True,True,True,True,False,True
2018-12-31,2054,2019-07-12,2019,2019-07-22,True,True,True,True,False,True
2018-12-31,2059,2019-07-19,2019,2019-07-29,True,True,True,True,False,True
2018-12-31,2064,2019-07-26,2019,2019-08-05,True,True,True,True,False,True
2018-12-31,2069,2019-08-02,2019,2019-08-12,True,True,True,True,False,True
2018-12-31,2074,2019-08-09,2019,2019-08-19,True,True,True,True,False,True
2018-12-31,2079,2019-08-16,2019,2019-08-26,True,True,True,True,False,True
2018-12-31,2084,2019-08-23,2019,2019-09-02,True,True,True,True,False,True
2018-12-31,2089,2019-08-30,2019,2019-09-09,True,True,True,True,False,True
2018-12-31,2094,2019-09-06,2019,2019-09-23,True,True,True,True,False,True
2018-12-31,2103,2019-09-20,2019,2019-09-30,True,True,True,True,False,True
2018-12-31,2108,2019-09-27,2019,2019-10-14,True,True,True,True,False,True
2018-12-31,2113,2019-10-11,2019,2019-10-21,True,True,True,True,False,True
2018-12-31,2118,2019-10-18,2019,2019-10-28,True,True,True,True,False,True
2018-12-31,2123,2019-10-25,2019,2019-11-04,True,True,True,True,False,True
2018-12-31,2128,2019-11-01,2019,2019-11-11,True,True,True,True,False,True
2018-12-31,2133,2019-11-08,2019,2019-11-18,True,True,True,True,False,True
2018-12-31,2138,2019-11-15,2019,2019-11-25,True,True,True,True,False,True
2018-12-31,2143,2019-11-22,2019,2019-12-02,True,True,True,True,False,True
2018-12-31,2148,2019-11-29,2019,2019-12-09,True,True,True,True,False,True
2018-12-31,2153,2019-12-06,2019,2019-12-16,True,True,True,True,False,True
2018-12-31,2158,2019-12-13,2019,2019-12-23,True,True,True,True,False,True
2018-12-31,2163,2019-12-20,2019,2019-12-30,True,True,True,True,False,True
2018-12-31,2168,2019-12-27,2019,2020-01-06,True,True,True,True,False,True
2019-12-31,2172,2020-01-03,2020,2020-01-13,False,True,True,True,False,True
2019-12-31,2177,2020-01-10,2020,2020-01-20,False,True,True,True,False,True
2019-12-31,2182,2020-01-17,2020,2020-02-10,False,True,True,True,False,True
2019-12-31,2191,2020-02-07,2020,2020-02-17,False,True,True,True,False,True
2019-12-31,2196,2020-02-14,2020,2020-02-24,False,True,True,True,False,True
2019-12-31,2201,2020-02-21,2020,2020-03-02,False,True,True,True,False,True
2019-12-31,2206,2020-02-28,2020,2020-03-09,False,True,True,True,False,True
2019-12-31,2211,2020-03-06,2020,2020-03-16,False,True,True,True,False,True
2019-12-31,2216,2020-03-13,2020,2020-03-23,False,True,True,True,False,True
2019-12-31,2221,2020-03-20,2020,2020-03-30,False,True,True,True,False,True
2019-12-31,2226,2020-03-27,2020,2020-04-07,False,True,True,True,False,True
2019-12-31,2231,2020-04-03,2020,2020-04-13,False,True,True,True,False,True
2019-12-31,2235,2020-04-10,2020,2020-04-20,False,True,True,True,False,True
2019-12-31,2240,2020-04-17,2020,2020-04-27,False,True,True,True,False,True
2019-12-31,2245,2020-04-24,2020,2020-05-11,False,True,True,True,False,True
2019-12-31,2252,2020-05-08,2020,2020-05-18,False,True,True,True,False,True
2019-12-31,2257,2020-05-15,2020,2020-05-25,False,True,True,True,False,True
2019-12-31,2262,2020-05-22,2020,2020-06-01,False,True,True,True,False,True
2019-12-31,2267,2020-05-29,2020,2020-06-08,False,True,True,True,False,True
2019-12-31,2272,2020-06-05,2020,2020-06-15,False,True,True,True,False,True
2019-12-31,2277,2020-06-12,2020,2020-06-22,False,True,True,True,False,True
2019-12-31,2282,2020-06-19,2020,2020-07-06,False,True,True,True,False,True
2019-12-31,2290,2020-07-03,2020,2020-07-13,False,True,True,True,False,True
2019-12-31,2295,2020-07-10,2020,2020-07-20,False,True,True,True,False,True
2019-12-31,2300,2020-07-17,2020,2020-07-27,False,True,True,True,False,True
2019-12-31,2305,2020-07-24,2020,2020-08-03,False,True,True,True,False,True
2019-12-31,2310,2020-07-31,2020,2020-08-10,False,True,True,True,False,True
2019-12-31,2315,2020-08-07,2020,2020-08-17,False,True,True,True,False,True
2019-12-31,2320,2020-08-14,2020,2020-08-24,False,True,True,True,False,True
2019-12-31,2325,2020-08-21,2020,2020-08-31,False,True,True,True,False,True
2019-12-31,2330,2020-08-28,2020,2020-09-07,False,True,True,True,False,True
2019-12-31,2335,2020-09-04,2020,2020-09-14,False,True,True,True,False,True
2019-12-31,2340,2020-09-11,2020,2020-09-21,False,True,True,True,False,True
2019-12-31,2345,2020-09-18,2020,2020-09-28,False,True,True,True,False,True
2019-12-31,2350,2020-09-25,2020,2020-10-12,False,True,True,True,False,True
2019-12-31,2354,2020-10-09,2020,2020-10-19,False,True,True,True,False,True
2019-12-31,2359,2020-10-16,2020,2020-10-26,False,True,True,True,False,True
2019-12-31,2364,2020-10-23,2020,2020-11-02,False,True,True,True,False,True
2019-12-31,2369,2020-10-30,2020,2020-11-09,False,True,True,True,False,True
2019-12-31,2374,2020-11-06,2020,2020-11-16,False,True,True,True,False,True
2019-12-31,2379,2020-11-13,2020,2020-11-23,False,True,True,True,False,True
2019-12-31,2384,2020-11-20,2020,2020-11-30,False,True,True,True,False,True
2019-12-31,2389,2020-11-27,2020,2020-12-07,False,True,True,True,False,True
2019-12-31,2394,2020-12-04,2020,2020-12-14,False,True,True,True,False,True
2019-12-31,2399,2020-12-11,2020,2020-12-21,False,True,True,True,False,True
2019-12-31,2404,2020-12-18,2020,2020-12-28,False,True,True,True,False,True
