job,method,cutoff,seed,date,row_index,representation_logit,market_logit,intercept,logit
learned_market_2014-12-31_20260912,learned_market,2014-12-31,20260912,2015-11-27,1171,-0.08192541040544134,0.5752924090701143,-0.02983241189642209,0.4635345867682509
learned_market_2014-12-31_20260912,learned_market,2014-12-31,20260912,2015-12-04,1176,-0.1662274293542918,0.060308741289233,-0.02983241189642209,-0.13575109996148088
learned_market_2014-12-31_20260912,learned_market,2014-12-31,20260912,2015-12-11,1181,-0.856326744795711,0.053421937947743206,-0.02983241189642209,-0.83273721874439
learned_market_2014-12-31_20260912,learned_market,2014-12-31,20260912,2015-12-18,1186,-0.21203010863740496,0.2707597826685567,-0.02983241189642209,0.028897262134729554
learned_market_2014-12-31_20260912,learned_market,2014-12-31,20260912,2015-12-25,1191,-0.0879404101113981,-0.1965584144136467,-0.02983241189642209,-0.3143312364214669
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-01-08,1200,-0.9463264444861574,0.983834349223458,0.01139711003338635,0.04890501477068718
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-01-15,1205,-0.32722382530897887,0.7857408010778382,0.01139711003338635,0.4699140858022459
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-01-22,1210,0.9542462498084575,0.72478251856162,0.01139711003338635,1.690425878403464
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-01-29,1215,0.3852943866208347,1.0792098663682617,0.01139711003338635,1.4759013630224826
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-02-05,1220,-0.01705195965515538,0.7436076724466288,0.01139711003338635,0.7379528228248597
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-02-19,1225,0.4230328390326993,0.7444550424057865,0.01139711003338635,1.1788849914718722
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-02-26,1230,-0.6996013647212016,1.135855957254005,0.01139711003338635,0.4476517025661898
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-03-04,1235,-0.837933424396238,1.0710585529291377,0.01139711003338635,0.24452223856628585
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-03-11,1240,-0.9200163075414337,0.7669941230895521,0.01139711003338635,-0.14162507441849534
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-03-18,1245,-0.9151658075898753,1.04027108006484,0.01139711003338635,0.1365023825083509
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-03-25,1250,-0.930574592858597,0.33302882641711384,0.01139711003338635,-0.5861486564080969
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-04-01,1255,-1.198335027982131,-0.1028015732614864,0.01139711003338635,-1.289739491210231
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-04-08,1259,-0.7090259584367612,0.08624198923495825,0.01139711003338635,-0.6113868591684166
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-04-15,1264,-1.2604149777103277,-0.16143798925440808,0.01139711003338635,-1.4104558569313494
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-04-22,1269,-1.3361671956379029,-0.39719558346675027,0.01139711003338635,-1.7219656690712668
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-04-29,1274,-0.9646070308073432,-0.763402080975276,0.01139711003338635,-1.7166120017492328
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-05-06,1278,-0.9353205852156002,-0.30284953343390913,0.01139711003338635,-1.226773008616123
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-05-13,1283,-0.6748127561087768,-0.4257965859916931,0.01139711003338635,-1.0892122320670834
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-05-20,1288,0.3020609241514615,-0.45255161971406976,0.01139711003338635,-0.1390935855292219
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-05-27,1293,0.30157334218749426,-0.30741934167133883,0.01139711003338635,0.00555111054954175
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-06-03,1298,0.2108552230508003,-0.3448581553661639,0.01139711003338635,-0.12260582228197725
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-06-17,1306,1.0895990952532275,0.048501146753651275,0.01139711003338635,1.149497352040265
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-06-24,1311,1.1729510390562226,0.252871125055121,0.01139711003338635,1.4372192741447298
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-07-01,1316,0.9473300258342692,-0.2690373904056343,0.01139711003338635,0.6896897454620211
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-07-08,1321,0.8676007425620783,-0.08213730787313198,0.01139711003338635,0.7968605447223326
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-07-15,1326,-1.067231947188571,-0.3029282510993106,0.01139711003338635,-1.3587630882544954
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-07-22,1331,-0.9206204551281086,-0.4787220762428086,0.01139711003338635,-1.387945421337531
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-07-29,1336,0.02490728800637294,-0.21661876547038147,0.01139711003338635,-0.18031436743062218
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-08-05,1341,0.15274542136760452,-0.5373719384509366,0.01139711003338635,-0.3732294070499457
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-08-12,1346,-0.7635175906879663,-0.5373738935564705,0.01139711003338635,-1.2894943742110505
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-08-19,1351,-0.45622642860163176,-0.389862063778342,0.01139711003338635,-0.8346913823465874
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-08-26,1356,1.1451047053167203,-0.439016768688044,0.01139711003338635,0.7174850466620627
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-09-02,1361,0.7484694224410027,-0.38445564826547024,0.01139711003338635,0.37541088420891877
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-09-09,1366,0.617924084515354,-0.7097195995995755,0.01139711003338635,-0.0803984050508352
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-09-23,1374,0.85303579136869,-0.6710971198596709,0.01139711003338635,0.19333578154240547
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-09-30,1379,-0.032662858367660676,-0.6318113653890993,0.01139711003338635,-0.6530771137233737
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-10-14,1384,0.24698441809863583,-0.46781929403511,0.01139711003338635,-0.20943776590308777
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-10-21,1389,-0.3342757028847698,-0.328863416004895,0.01139711003338635,-0.6517420088562785
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-10-28,1394,0.1772267660364049,-0.3577465644072629,0.01139711003338635,-0.1691226883374716
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-11-04,1399,0.36244298937971725,-0.27385678522937784,0.01139711003338635,0.09998331418372575
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-11-11,1404,1.3368015903454138,-0.26946086786091805,0.01139711003338635,1.078737832517882
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-11-18,1409,-0.21121566612780812,-0.4328675741515607,0.01139711003338635,-0.6326861302459824
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-11-25,1414,-0.709210667422524,-0.4814507500157468,0.01139711003338635,-1.1792643074048843
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-12-02,1419,1.2876588590313864,-0.4328039785907941,0.01139711003338635,0.8662519904739789
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-12-09,1424,0.5254104313703675,-0.7026381859841805,0.01139711003338635,-0.16583064458042673
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-12-16,1429,0.42562684990941074,-0.468898759839049,0.01139711003338635,-0.031874799896251804
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-12-23,1434,0.2676554780748745,-0.4820772093540615,0.01139711003338635,-0.20302462124580067
learned_market_2015-12-31_20260910,learned_market,2015-12-31,20260910,2016-12-30,1439,-0.5128360748567952,-0.7657070938792272,0.01139711003338635,-1.267146058702636
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-01-08,1200,-0.5195365077648147,1.161602672478017,0.019202724914704192,0.6612688896279065
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-01-15,1205,0.1366828890287642,0.9523352572534062,0.019202724914704192,1.1082208711968744
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-01-22,1210,-0.1377417189435093,0.8942540335741834,0.019202724914704192,0.7757150395453782
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-01-29,1215,0.2773315881020805,1.224980274875566,0.019202724914704192,1.5215145878923508
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-02-05,1220,-0.14205027872877862,0.8876127169074401,0.019202724914704192,0.7647651630933656
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-02-19,1225,-0.4317601099873951,0.8500960115097618,0.019202724914704192,0.43753862643707075
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-02-26,1230,0.16793742748978546,1.2741610503125667,0.019202724914704192,1.4613012027170562
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-03-04,1235,0.05929134116515647,1.1677337832694634,0.019202724914704192,1.246227849349324
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-03-11,1240,-0.9034991591804473,0.8656356116942078,0.019202724914704192,-0.01866082257153548
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-03-18,1245,-0.7606993502773484,1.1275470318194656,0.019202724914704192,0.3860504064568212
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-03-25,1250,-0.5612926860378147,0.32801910741599005,0.019202724914704192,-0.21407085370712042
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-04-01,1255,-0.26513065817597786,-0.14841804775505965,0.019202724914704192,-0.39434598101633334
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-04-08,1259,-0.6356920334208106,0.05195643885989679,0.019202724914704192,-0.5645328696462096
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-04-15,1264,-0.7333799830026618,-0.17985349182339908,0.019202724914704192,-0.8940307499113568
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-04-22,1269,-0.7818850294719438,-0.42626785961077074,0.019202724914704192,-1.1889501641680105
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-04-29,1274,-0.4305173731751242,-0.8025661983070199,0.019202724914704192,-1.21388084656744
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-05-06,1278,0.0744990923952211,-0.3333232980947839,0.019202724914704192,-0.23962148078485865
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-05-13,1283,-0.15378440888333467,-0.4766544153874942,0.019202724914704192,-0.6112360993561246
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-05-20,1288,-0.027100289954627373,-0.5207755650414867,0.019202724914704192,-0.5286731300814098
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-05-27,1293,0.19470509597785812,-0.3745548544524177,0.019202724914704192,-0.16064703355985543
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-06-03,1298,0.3365541198797876,-0.38929868401417933,0.019202724914704192,-0.03354183921968751
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-06-17,1306,0.5737309706592336,-0.007869186472115791,0.019202724914704192,0.5850645091018221
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-06-24,1311,0.9440432543106214,0.2075508527511284,0.019202724914704192,1.170796831976454
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-07-01,1316,0.6155676452254534,-0.34512523649969956,0.019202724914704192,0.2896451336404581
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-07-08,1321,-0.21643054919317126,-0.13913999511733646,0.019202724914704192,-0.33636781939580346
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-07-15,1326,-0.11141961601175461,-0.3910261763106116,0.019202724914704192,-0.483243067407662
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-07-22,1331,-0.10580659777464563,-0.5704605923426882,0.019202724914704192,-0.6570644652026295
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-07-29,1336,-0.5170027649820373,-0.30341993629496966,0.019202724914704192,-0.8012199763623027
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-08-05,1341,-1.0040765515779728,-0.6084753517201384,0.019202724914704192,-1.5933491783834068
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-08-12,1346,-0.6469918651089546,-0.5916365810455191,0.019202724914704192,-1.2194257212397697
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-08-19,1351,-0.3769766293800125,-0.4017985425235301,0.019202724914704192,-0.7595724469888385
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-08-26,1356,-0.16858683034040764,-0.4854422329346827,0.019202724914704192,-0.6348263383603862
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-09-02,1361,0.16979127072296757,-0.431721284156906,0.019202724914704192,-0.24272728851923428
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-09-09,1366,0.3447374754922898,-0.7569351358854082,0.019202724914704192,-0.39299493547841413
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-09-23,1374,-0.05345321891771766,-0.7539182778366448,0.019202724914704192,-0.7881687718396584
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-09-30,1379,-0.6304197971747795,-0.7274052533741214,0.019202724914704192,-1.3386223256341967
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-10-14,1384,-0.49176689512555155,-0.5642248621541986,0.019202724914704192,-1.036789032365046
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-10-21,1389,0.5620171520160763,-0.42366869266670576,0.019202724914704192,0.1575511842640748
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-10-28,1394,0.3637177159950102,-0.44350912776601625,0.019202724914704192,-0.06058868685630189
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-11-04,1399,0.36278118431065354,-0.35550562949488285,0.019202724914704192,0.02647827973047484
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-11-11,1404,1.0258581035845393,-0.3493779209914817,0.019202724914704192,0.6956829075077618
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-11-18,1409,0.615265307250834,-0.5325390896500656,0.019202724914704192,0.10192894251547252
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-11-25,1414,0.8317250026104961,-0.5481279706593738,0.019202724914704192,0.3027997568658264
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-12-02,1419,0.649318579610925,-0.4997603168907657,0.019202724914704192,0.16876098763486325
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-12-09,1424,0.4263740990406575,-0.7769189798542864,0.019202724914704192,-0.33134215589892463
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-12-16,1429,-0.026247766592903215,-0.5147326220723888,0.019202724914704192,-0.5217776637505879
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-12-23,1434,-0.24219331730969157,-0.5514303746836986,0.019202724914704192,-0.7744209670786859
learned_market_2015-12-31_20260911,learned_market,2015-12-31,20260911,2016-12-30,1439,-0.06981571187196359,-0.83908859143427,0.019202724914704192,-0.8897015783915294
learned_market_2015-12-31_20260912,learned_market,2015-12-31,20260912,2016-01-08,1200,0.0003565933596356166,0.9271182174378796,0.013862245234803948,0.9413370560323193
learned_market_2015-12-31_20260912,learned_market,2015-12-31,20260912,2016-01-15,1205,0.3852170039712381,0.7765772130321966,0.013862245234803948,1.1756564622382388
learned_market_2015-12-31_20260912,learned_market,2015-12-31,20260912,2016-01-22,1210,0.29036064695983627,0.7678928593599783,0.013862245234803948,1.0721157515546187
learned_market_2015-12-31_20260912,learned_market,2015-12-31,20260912,2016-01-29,1215,0.6781264767123939,1.1580687857772016,0.013862245234803948,1.8500575077243995
learned_market_2015-12-31_20260912,learned_market,2015-12-31,20260912,2016-02-05,1220,-0.885363204592239,0.6971292895993523,0.013862245234803948,-0.17437166975808283
learned_market_2015-12-31_20260912,learned_market,2015-12-31,20260912,2016-02-19,1225,-0.8591417142367614,0.6769523518060759,0.013862245234803948,-0.1683271171958816
learned_market_2015-12-31_20260912,learned_market,2015-12-31,20260912,2016-02-26,1230,-0.4874980120505597,1.0246724910605658,0.013862245234803948,0.5510367242448101
learned_market_2015-12-31_20260912,learned_market,2015-12-31,20260912,2016-03-04,1235,-0.5091177156097719,1.0004309087912722,0.013862245234803948,0.5051754384163043
learned_market_2015-12-31_20260912,learned_market,2015-12-31,20260912,2016-03-11,1240,-0.9504467949712013,0.6980312553640192,0.013862245234803948,-0.2385532943723782
learned_market_2015-12-31_20260912,learned_market,2015-12-31,20260912,2016-03-18,1245,-1.0121869135024408,1.0152133840452393,0.013862245234803948,0.016888715777602537
learned_market_2015-12-31_20260912,learned_market,2015-12-31,20260912,2016-03-25,1250,-0.9008796387347128,0.3101973879663446,0.013862245234803948,-0.5768200055335644
learned_market_2015-12-31_20260912,learned_market,2015-12-31,20260912,2016-04-01,1255,-0.2237707392798382,-0.13890794393946151,0.013862245234803948,-0.34881643798449574
