cadence,cutoff,method,state,removed_row_index,removed_date,original_accepted,remaining_n,removed_brier_difference,removed_correct_difference,brier_difference,correct_difference,metric_accepted,full_accepted,full_reason,metric_flipped,full_flipped,mechanical_support_failure
monthly,2022-05-31,learned_order_extension,negative_high,2733,2022-04-29,True,11,-0.00415377577969589,0,-0.0011968210149002963,0,True,True,accepted,False,False,False
monthly,2022-05-31,learned_order_extension,negative_high,2735,2022-05-06,True,11,0.00391526595647157,0,-0.0019303702636427925,0,True,True,accepted,False,False,False
monthly,2022-05-31,learned_order_extension,negative_high,2740,2022-05-13,True,11,0.0037318946309383705,0,-0.0019137001431397745,0,True,True,accepted,False,False,False
monthly,2022-05-31,learned_order_extension,negative_high,2745,2022-05-20,True,11,-0.004447552803529986,0,-0.0011701140127335604,0,True,True,accepted,False,False,False
monthly,2022-05-31,learned_order_offset,negative_high,2690,2022-02-25,True,11,-0.004854653482723514,0,-0.0010904782188176567,0,True,True,accepted,False,False,False
monthly,2022-05-31,learned_order_offset,negative_high,2700,2022-03-11,True,11,0.002462480230117886,0,-0.0017556721927123294,0,True,True,accepted,False,False,False
monthly,2022-05-31,learned_order_offset,negative_high,2705,2022-03-18,True,11,-0.0046647199202664025,0,-0.0011077449063137577,0,True,True,accepted,False,False,False
monthly,2022-05-31,learned_order_offset,negative_high,2710,2022-03-25,True,11,0.0023755995150343545,0,-0.001747773945886554,0,True,True,accepted,False,False,False
monthly,2022-05-31,learned_order_offset,negative_high,2715,2022-04-01,True,11,-0.004687294754057103,0,-0.0011056926486964214,0,True,True,accepted,False,False,False
monthly,2022-05-31,learned_order_offset,negative_high,2718,2022-04-08,True,11,-0.004608341508858249,0,-0.0011128702164417718,0,True,True,accepted,False,False,False
monthly,2022-05-31,learned_order_offset,negative_high,2723,2022-04-15,True,11,-0.004620430248786556,0,-0.001111771240084653,0,True,True,accepted,False,False,False
monthly,2022-05-31,learned_order_offset,negative_high,2728,2022-04-22,True,11,0.0026610943629521433,0,-0.0017737280229699892,0,True,True,accepted,False,False,False
monthly,2022-05-31,learned_order_offset,negative_high,2733,2022-04-29,True,11,-0.004039824231441225,0,-0.0011645536052978648,0,True,True,accepted,False,False,False
monthly,2022-05-31,learned_order_offset,negative_high,2735,2022-05-06,True,11,0.003815889899024816,0,-0.001878709435340232,0,True,True,accepted,False,False,False
monthly,2022-05-31,learned_order_offset,negative_high,2740,2022-05-13,True,11,0.003639355417785789,0,-0.0018626608461366843,0,True,True,accepted,False,False,False
monthly,2022-05-31,learned_order_offset,negative_high,2745,2022-05-20,True,11,-0.004329069168499677,0,-0.0011382586110198238,0,True,True,accepted,False,False,False
monthly,2022-06-30,learned_market,negative_high,2705,2022-03-18,True,11,-0.01967037691709117,0,-0.0003344872565876395,1,True,True,accepted,False,False,False
monthly,2022-06-30,learned_market,negative_high,2710,2022-03-25,True,11,0.01004516118139931,0,-0.003035899810995865,1,True,True,accepted,False,False,False
monthly,2022-06-30,learned_market,negative_high,2715,2022-04-01,True,11,-0.019858534503766956,0,-0.00031738202143529533,1,True,True,accepted,False,False,False
monthly,2022-06-30,learned_market,negative_high,2718,2022-04-08,True,11,-0.01952758262293519,0,-0.0003474685560563649,1,True,True,accepted,False,False,False
monthly,2022-06-30,learned_market,negative_high,2723,2022-04-15,True,11,-0.019582187731041034,0,-0.00034250445531947005,1,True,True,accepted,False,False,False
monthly,2022-06-30,learned_market,negative_high,2728,2022-04-22,True,11,0.011584301730590746,0,-0.0031758216791041775,1,True,True,accepted,False,False,False
monthly,2022-06-30,learned_market,negative_high,2733,2022-04-29,True,11,-0.01593692759825624,1,-0.0006738917401180877,0,True,True,accepted,False,False,False
monthly,2022-06-30,learned_market,negative_high,2735,2022-05-06,True,11,0.016522374704167453,0,-0.003624737403974787,1,True,True,accepted,False,False,False
monthly,2022-06-30,learned_market,negative_high,2740,2022-05-13,True,11,0.01565304927684555,0,-0.0035457078196727957,1,True,True,accepted,False,False,False
monthly,2022-06-30,learned_market,negative_high,2745,2022-05-20,True,11,-0.017811120842078698,0,-0.0005035105361342278,1,True,True,accepted,False,False,False
monthly,2022-06-30,learned_market,negative_high,2750,2022-05-27,True,11,0.01622105379043834,0,-0.0035973445936357765,1,True,True,accepted,False,False,False
monthly,2022-06-30,learned_market,negative_high,2759,2022-06-10,True,11,0.01901105279217269,0,-0.0038509808665207175,1,True,True,accepted,False,False,False
monthly,2022-06-30,learned_vol_interaction,negative_high,2705,2022-03-18,True,11,-0.02032672311451289,0,-0.0003800078085252181,0,True,True,accepted,False,False,False
monthly,2022-06-30,learned_vol_interaction,negative_high,2710,2022-03-25,True,11,0.010791375279552581,0,-0.0032089258443493518,0,True,True,accepted,False,False,False
monthly,2022-06-30,learned_vol_interaction,negative_high,2715,2022-04-01,True,11,-0.020632954941041337,0,-0.0003521685515680866,0,True,True,accepted,False,False,False
monthly,2022-06-30,learned_vol_interaction,negative_high,2718,2022-04-08,True,11,-0.020369131490925008,0,-0.000376152501578662,0,True,True,accepted,False,False,False
monthly,2022-06-30,learned_vol_interaction,negative_high,2723,2022-04-15,True,11,-0.020479390066453662,0,-0.0003661289947124207,0,True,True,accepted,False,False,False
monthly,2022-06-30,learned_vol_interaction,negative_high,2728,2022-04-22,True,11,0.011970582664732887,0,-0.0033161265157293797,0,True,True,accepted,False,False,False
monthly,2022-06-30,learned_vol_interaction,negative_high,2733,2022-04-29,True,11,-0.017401748002870726,1,-0.0006459146368563239,-1,False,False,direction_worse,True,True,False
monthly,2022-06-30,learned_vol_interaction,negative_high,2735,2022-05-06,True,11,0.017318149913906594,-1,-0.0038022689929269895,1,True,True,accepted,False,False,False
monthly,2022-06-30,learned_vol_interaction,negative_high,2740,2022-05-13,True,11,0.016403340484529683,0,-0.00371910449934727,0,True,True,accepted,False,False,False
monthly,2022-06-30,learned_vol_interaction,negative_high,2745,2022-05-20,True,11,-0.018696538393590034,0,-0.000528206419518205,0,True,True,accepted,False,False,False
monthly,2022-06-30,learned_vol_interaction,negative_high,2750,2022-05-27,True,11,0.01689693206875431,0,-0.003763976461549509,0,True,True,accepted,False,False,False
monthly,2022-06-30,learned_vol_interaction,negative_high,2759,2022-06-10,True,11,0.02001929658962731,0,-0.004047827781628873,0,True,True,accepted,False,False,False
monthly,2022-06-30,learned_order_extension,negative_high,2705,2022-03-18,True,11,-0.019826105574734132,0,-0.000387274846412659,0,True,True,accepted,False,False,False
monthly,2022-06-30,learned_order_extension,negative_high,2710,2022-03-25,True,11,0.010540409153715749,0,-0.0031478670944535573,0,True,True,accepted,False,False,False
monthly,2022-06-30,learned_order_extension,negative_high,2715,2022-04-01,True,11,-0.020146120287355185,0,-0.0003581825998107451,0,True,True,accepted,False,False,False
monthly,2022-06-30,learned_order_extension,negative_high,2718,2022-04-08,True,11,-0.01971737494148429,0,-0.00039715944943537196,0,True,True,accepted,False,False,False
monthly,2022-06-30,learned_order_extension,negative_high,2723,2022-04-15,True,11,-0.019926462679592916,0,-0.00037815147324367864,0,True,True,accepted,False,False,False
monthly,2022-06-30,learned_order_extension,negative_high,2728,2022-04-22,True,11,0.011677926612787687,0,-0.003251277772551006,0,True,True,accepted,False,False,False
monthly,2022-06-30,learned_order_extension,negative_high,2733,2022-04-29,True,11,-0.01698361859220454,1,-0.0006456827539153491,-1,False,False,direction_worse,True,True,False
monthly,2022-06-30,learned_order_extension,negative_high,2735,2022-05-06,True,11,0.016566522381779414,-1,-0.0036956955697320724,1,True,True,accepted,False,False,False
monthly,2022-06-30,learned_order_extension,negative_high,2740,2022-05-13,True,11,0.015803200757223163,0,-0.003626302694772413,0,True,True,accepted,False,False,False
monthly,2022-06-30,learned_order_extension,negative_high,2745,2022-05-20,True,11,-0.01823665805186886,0,-0.0005317700757640474,0,True,True,accepted,False,False,False
monthly,2022-06-30,learned_order_extension,negative_high,2750,2022-05-27,True,11,0.016576132846159664,0,-0.003696569248312095,0,True,True,accepted,False,False,False
monthly,2022-06-30,learned_order_extension,negative_high,2759,2022-06-10,True,11,0.019586019490300866,0,-0.003970195306870386,0,True,True,accepted,False,False,False
monthly,2022-06-30,learned_order_offset,negative_high,2705,2022-03-18,True,11,-0.019704637876446385,0,-0.00037599041115807377,0,True,True,accepted,False,False,False
monthly,2022-06-30,learned_order_offset,negative_high,2710,2022-03-25,True,11,0.010487421974440733,0,-0.0031207231248750844,0,True,True,accepted,False,False,False
monthly,2022-06-30,learned_order_offset,negative_high,2715,2022-04-01,True,11,-0.02003295719906406,0,-0.0003461432000110123,0,True,True,accepted,False,False,False
monthly,2022-06-30,learned_order_offset,negative_high,2718,2022-04-08,True,11,-0.019584518814058927,0,-0.00038691032592056996,0,True,True,accepted,False,False,False
monthly,2022-06-30,learned_order_offset,negative_high,2723,2022-04-15,True,11,-0.0198327782498241,0,-0.0003643412863055541,0,True,True,accepted,False,False,False
monthly,2022-06-30,learned_order_offset,negative_high,2728,2022-04-22,True,11,0.011626441323831532,0,-0.003224270338456066,0,True,True,accepted,False,False,False
monthly,2022-06-30,learned_order_offset,negative_high,2733,2022-04-29,True,11,-0.0168657430043615,1,-0.0006340717631657906,-1,False,False,direction_worse,True,True,False
monthly,2022-06-30,learned_order_offset,negative_high,2735,2022-05-06,True,11,0.016483943344310248,-1,-0.0036658614312268588,1,True,True,accepted,False,False,False
monthly,2022-06-30,learned_order_offset,negative_high,2740,2022-05-13,True,11,0.015740338685172023,0,-0.003598261007668838,0,True,True,accepted,False,False,False
monthly,2022-06-30,learned_order_offset,negative_high,2745,2022-05-20,True,11,-0.018117370225995466,0,-0.0005202874702899755,0,True,True,accepted,False,False,False
monthly,2022-06-30,learned_order_offset,negative_high,2750,2022-05-27,True,11,0.016485988460957307,0,-0.0036660473509220457,0,True,True,accepted,False,False,False
monthly,2022-06-30,learned_order_offset,negative_high,2759,2022-06-10,True,11,0.0194733391818534,0,-0.003937624689185327,0,True,True,accepted,False,False,False
monthly,2022-07-31,learned_market,negative_high,2723,2022-04-15,False,7,-0.031027339367573403,0,0.010514480517483157,0,False,False,brier_not_better,False,False,False
monthly,2022-07-31,learned_market,negative_high,2728,2022-04-22,False,7,0.018692692788938703,0,0.0034116187808385695,0,False,False,brier_not_better,False,False,False
monthly,2022-07-31,learned_market,negative_high,2733,2022-04-29,False,7,-0.02517352032716358,1,0.009678220654567467,-1,False,False,brier_not_better,False,False,False
monthly,2022-07-31,learned_market,negative_high,2735,2022-05-06,False,7,0.026530419954342244,0,0.0022919434714952064,0,False,False,brier_not_better,False,False,False
monthly,2022-07-31,learned_market,negative_high,2740,2022-05-13,False,7,0.025214802237364164,0,0.0024798888596349322,0,False,False,brier_not_better,False,False,False
monthly,2022-07-31,learned_market,negative_high,2745,2022-05-20,False,7,-0.02812583629706611,0,0.010099980078839258,0,False,False,brier_not_better,False,False,False
monthly,2022-07-31,learned_market,negative_high,2750,2022-05-27,False,7,0.026098753741474107,-1,0.002353610073333512,1,False,False,brier_not_better,False,False,False
monthly,2022-07-31,learned_market,negative_high,2759,2022-06-10,False,7,0.030364051524492564,0,0.0017442818186165895,0,False,False,brier_not_better,False,False,False
monthly,2022-07-31,learned_vol_interaction,negative_high,2723,2022-04-15,False,7,-0.03157415699388072,0,0.010532247820467374,0,False,False,brier_not_better,False,False,False
monthly,2022-07-31,learned_vol_interaction,negative_high,2728,2022-04-22,False,7,0.018802804601844914,0,0.003335539021077999,0,False,False,brier_not_better,False,False,False
monthly,2022-07-31,learned_vol_interaction,negative_high,2733,2022-04-29,False,7,-0.02679844119994748,1,0.009850002707048342,-1,False,False,brier_not_better,False,False,False
monthly,2022-07-31,learned_vol_interaction,negative_high,2735,2022-05-06,False,7,0.02709449475360512,-1,0.0021510118565408265,1,False,False,brier_not_better,False,False,False
monthly,2022-07-31,learned_vol_interaction,negative_high,2740,2022-05-13,False,7,0.02576661531444774,0,0.0023407089192775954,0,False,False,brier_not_better,False,False,False
monthly,2022-07-31,learned_vol_interaction,negative_high,2745,2022-05-20,False,7,-0.028788771710528793,0,0.010134335637131385,0,False,False,brier_not_better,False,False,False
monthly,2022-07-31,learned_vol_interaction,negative_high,2750,2022-05-27,False,7,0.026494320646770847,0,0.0022367510146600084,0,False,False,brier_not_better,False,False,False
monthly,2022-07-31,learned_vol_interaction,negative_high,2759,2022-06-10,False,7,0.031154712337079282,0,0.0015709807731873748,0,False,False,brier_not_better,False,False,False
monthly,2022-07-31,learned_order_extension,negative_high,2723,2022-04-15,False,7,-0.030980434830725656,0,0.010274256646908826,-1,False,False,brier_not_better,False,False,False
monthly,2022-07-31,learned_order_extension,negative_high,2728,2022-04-22,False,7,0.018501624648242676,0,0.003205391007056207,-1,False,False,brier_not_better,False,False,False
monthly,2022-07-31,learned_order_extension,negative_high,2733,2022-04-29,False,7,-0.026383676752809143,1,0.00961757692149218,-2,False,False,brier_not_better,False,False,False
monthly,2022-07-31,learned_order_extension,negative_high,2735,2022-05-06,False,7,0.026159111741241192,-1,0.0021114642794849902,0,False,False,brier_not_better,False,False,False
monthly,2022-07-31,learned_order_extension,negative_high,2740,2022-05-13,False,7,0.025039787499366,0,0.0022713677426100176,-1,False,False,brier_not_better,False,False,False
monthly,2022-07-31,learned_order_extension,negative_high,2745,2022-05-20,False,7,-0.028324258826701088,0,0.009894802932048172,-1,False,False,brier_not_better,False,False,False
monthly,2022-07-31,learned_order_extension,negative_high,2750,2022-05-27,False,7,0.02620823645110848,-1,0.002104446463789663,0,False,False,brier_not_better,False,False,False
monthly,2022-07-31,learned_order_extension,negative_high,2759,2022-06-10,False,7,0.03071897176791366,0,0.001460055704246066,-1,False,False,brier_not_better,False,False,False
monthly,2022-07-31,learned_order_offset,negative_high,2723,2022-04-15,False,7,-0.030891538540481933,0,0.010256774946927822,-1,False,False,brier_not_better,False,False,False
monthly,2022-07-31,learned_order_offset,negative_high,2728,2022-04-22,False,7,0.018454975282783143,0,0.0032072729721756683,-1,False,False,brier_not_better,False,False,False
monthly,2022-07-31,learned_order_offset,negative_high,2733,2022-04-29,False,7,-0.026257301162954716,1,0.009594741035852505,-2,False,False,brier_not_better,False,False,False
monthly,2022-07-31,learned_order_offset,negative_high,2735,2022-05-06,False,7,0.02608128172046459,-1,0.002117800623935462,0,False,False,brier_not_better,False,False,False
monthly,2022-07-31,learned_order_offset,negative_high,2740,2022-05-13,False,7,0.024993114526867005,0,0.002273253080163688,-1,False,False,brier_not_better,False,False,False
monthly,2022-07-31,learned_order_offset,negative_high,2745,2022-05-20,False,7,-0.028198877236237596,0,0.009872109046321489,-1,False,False,brier_not_better,False,False,False
monthly,2022-07-31,learned_order_offset,negative_high,2750,2022-05-27,False,7,0.026119693480670614,-1,0.0021123132296203156,0,False,False,brier_not_better,False,False,False
monthly,2022-07-31,learned_order_offset,negative_high,2759,2022-06-10,False,7,0.030604538016901717,0,0.001471621153015872,-1,False,False,brier_not_better,False,False,False
monthly,2022-10-31,learned_market,negative_low,2819,2022-09-02,True,4,0.015617168612019644,0,-0.016463241761194063,0,True,False,insufficient_validation,False,True,True
monthly,2022-10-31,learned_market,negative_low,2824,2022-09-09,True,4,-0.028074270878909124,0,-0.0055403818884618705,0,True,False,insufficient_validation,False,True,True
monthly,2022-10-31,learned_market,negative_low,2828,2022-09-16,True,4,-0.02798059214548765,0,-0.0055638015718172396,0,True,False,insufficient_validation,False,True,True
monthly,2022-10-31,learned_market,negative_low,2833,2022-09-23,True,4,-0.027004556193843343,0,-0.005807810559728316,0,True,False,insufficient_validation,False,True,True
monthly,2022-10-31,learned_market,negative_low,2838,2022-09-30,True,4,0.017206452173463865,0,-0.016860562651555118,0,True,False,insufficient_validation,False,True,True
monthly,2022-10-31,learned_vol_interaction,negative_low,2819,2022-09-02,True,4,0.016466904187401446,0,-0.01725893610802473,0,True,False,insufficient_validation,False,True,True
monthly,2022-10-31,learned_vol_interaction,negative_low,2824,2022-09-09,True,4,-0.028992866092706182,0,-0.0058939935379978235,0,True,False,insufficient_validation,False,True,True
monthly,2022-10-31,learned_vol_interaction,negative_low,2828,2022-09-16,True,4,-0.029553898244914723,0,-0.005753735499945688,0,True,False,insufficient_validation,False,True,True
monthly,2022-10-31,learned_vol_interaction,negative_low,2833,2022-09-23,True,4,-0.028340890198069846,0,-0.006056987511656908,0,True,False,insufficient_validation,False,True,True
monthly,2022-10-31,learned_vol_interaction,negative_low,2838,2022-09-30,True,4,0.017851910103591828,0,-0.017605187587072326,0,True,False,insufficient_validation,False,True,True
monthly,2022-10-31,learned_order_extension,negative_low,2819,2022-09-02,True,4,0.017232018514028793,0,-0.01855211157705096,0,True,False,insufficient_validation,False,True,True
monthly,2022-10-31,learned_order_extension,negative_low,2824,2022-09-09,True,4,-0.0324263416902717,0,-0.006137521525975836,0,True,False,insufficient_validation,False,True,True
monthly,2022-10-31,learned_order_extension,negative_low,2828,2022-09-16,True,4,-0.031688961929870474,0,-0.006321866466076142,0,True,False,insufficient_validation,False,True,True
monthly,2022-10-31,learned_order_extension,negative_low,2833,2022-09-23,True,4,-0.029737470424283763,0,-0.00680973934247282,0,True,False,insufficient_validation,False,True,True
monthly,2022-10-31,learned_order_extension,negative_low,2838,2022-09-30,True,4,0.0196443277362221,0,-0.019155188882599285,0,True,False,insufficient_validation,False,True,True
monthly,2022-10-31,learned_order_offset,negative_low,2819,2022-09-02,True,4,0.017178394857612383,0,-0.01852933594779091,0,True,False,insufficient_validation,False,True,True
monthly,2022-10-31,learned_order_offset,negative_low,2824,2022-09-09,True,4,-0.032350296898381536,0,-0.006147163008792429,0,True,False,insufficient_validation,False,True,True
monthly,2022-10-31,learned_order_offset,negative_low,2828,2022-09-16,True,4,-0.031616821904999814,0,-0.00633053175713786,0,True,False,insufficient_validation,False,True,True
monthly,2022-10-31,learned_order_offset,negative_low,2833,2022-09-23,True,4,-0.02973957864868315,0,-0.0067998425712170255,0,True,False,insufficient_validation,False,True,True
monthly,2022-10-31,learned_order_offset,negative_low,2838,2022-09-30,True,4,0.019589353660900866,0,-0.01913207564861303,0,True,False,insufficient_validation,False,True,True
monthly,2022-11-30,learned_market,negative_low,2819,2022-09-02,True,4,0.015617168612019644,0,-0.016463241761194063,0,True,False,insufficient_validation,False,True,True
monthly,2022-11-30,learned_market,negative_low,2824,2022-09-09,True,4,-0.028074270878909124,0,-0.0055403818884618705,0,True,False,insufficient_validation,False,True,True
monthly,2022-11-30,learned_market,negative_low,2828,2022-09-16,True,4,-0.02798059214548765,0,-0.0055638015718172396,0,True,False,insufficient_validation,False,True,True
monthly,2022-11-30,learned_market,negative_low,2833,2022-09-23,True,4,-0.027004556193843343,0,-0.005807810559728316,0,True,False,insufficient_validation,False,True,True
monthly,2022-11-30,learned_market,negative_low,2838,2022-09-30,True,4,0.017206452173463865,0,-0.016860562651555118,0,True,False,insufficient_validation,False,True,True
monthly,2022-11-30,learned_market,negative_high,2843,2022-10-14,True,5,-0.0232717835078306,0,-0.004166302910664022,1,True,True,accepted,False,False,False
monthly,2022-11-30,learned_market,negative_high,2848,2022-10-21,True,5,-0.0237293740697318,0,-0.004074784798283782,1,True,True,accepted,False,False,False
monthly,2022-11-30,learned_market,negative_high,2853,2022-10-28,True,5,0.018383507105975083,0,-0.012497361033425159,1,True,True,accepted,False,False,False
monthly,2022-11-30,learned_market,negative_high,2858,2022-11-04,True,5,0.019252989046977476,0,-0.012671257421625637,1,True,True,accepted,False,False,False
monthly,2022-11-30,learned_market,negative_high,2863,2022-11-11,True,5,-0.019270165323036048,1,-0.004966626547622932,0,True,True,accepted,False,False,False
monthly,2022-11-30,learned_market,negative_high,2868,2022-11-18,True,5,-0.015468471313504817,0,-0.005726965349529179,1,True,True,accepted,False,False,False
monthly,2022-11-30,learned_vol_interaction,negative_low,2819,2022-09-02,True,4,0.016466904187401446,0,-0.01725893610802473,0,True,False,insufficient_validation,False,True,True
monthly,2022-11-30,learned_vol_interaction,negative_low,2824,2022-09-09,True,4,-0.028992866092706182,0,-0.0058939935379978235,0,True,False,insufficient_validation,False,True,True
monthly,2022-11-30,learned_vol_interaction,negative_low,2828,2022-09-16,True,4,-0.029553898244914723,0,-0.005753735499945688,0,True,False,insufficient_validation,False,True,True
monthly,2022-11-30,learned_vol_interaction,negative_low,2833,2022-09-23,True,4,-0.028340890198069846,0,-0.006056987511656908,0,True,False,insufficient_validation,False,True,True
monthly,2022-11-30,learned_vol_interaction,negative_low,2838,2022-09-30,True,4,0.017851910103591828,0,-0.017605187587072326,0,True,False,insufficient_validation,False,True,True
monthly,2022-11-30,learned_vol_interaction,negative_high,2843,2022-10-14,True,5,-0.02336393446577434,0,-0.004078167204563815,0,True,True,accepted,False,False,False
monthly,2022-11-30,learned_vol_interaction,negative_high,2848,2022-10-21,True,5,-0.02396226932791834,0,-0.0039585002321350145,0,True,True,accepted,False,False,False
monthly,2022-11-30,learned_vol_interaction,negative_high,2853,2022-10-28,True,5,0.018457204964565654,0,-0.012442395090631813,0,True,True,accepted,False,False,False
monthly,2022-11-30,learned_vol_interaction,negative_high,2858,2022-11-04,True,5,0.019991453324408437,0,-0.01274924476260037,0,True,True,accepted,False,False,False
monthly,2022-11-30,learned_vol_interaction,negative_high,2863,2022-11-11,True,5,-0.019306520905344876,0,-0.004889649916649708,0,True,True,accepted,False,False,False
monthly,2022-11-30,learned_vol_interaction,negative_high,2868,2022-11-18,True,5,-0.015570704078529951,0,-0.005636813282012693,0,True,True,accepted,False,False,False
monthly,2022-11-30,learned_order_extension,negative_low,2819,2022-09-02,True,4,0.017232018514028793,0,-0.01855211157705096,0,True,False,insufficient_validation,False,True,True
monthly,2022-11-30,learned_order_extension,negative_low,2824,2022-09-09,True,4,-0.0324263416902717,0,-0.006137521525975836,0,True,False,insufficient_validation,False,True,True
monthly,2022-11-30,learned_order_extension,negative_low,2828,2022-09-16,True,4,-0.031688961929870474,0,-0.006321866466076142,0,True,False,insufficient_validation,False,True,True
monthly,2022-11-30,learned_order_extension,negative_low,2833,2022-09-23,True,4,-0.029737470424283763,0,-0.00680973934247282,0,True,False,insufficient_validation,False,True,True
monthly,2022-11-30,learned_order_extension,negative_low,2838,2022-09-30,True,4,0.0196443277362221,0,-0.019155188882599285,0,True,False,insufficient_validation,False,True,True
monthly,2022-11-30,learned_order_extension,negative_high,2843,2022-10-14,True,5,-0.022793468688713514,0,-0.004207436415670607,1,True,True,accepted,False,False,False
monthly,2022-11-30,learned_order_extension,negative_high,2848,2022-10-21,True,5,-0.02336809565557746,0,-0.004092511022297818,1,True,True,accepted,False,False,False
monthly,2022-11-30,learned_order_extension,negative_high,2853,2022-10-28,True,5,0.018139554003399783,0,-0.012394040954093266,1,True,True,accepted,False,False,False
