period,method,case,group,n,mean_probability_contribution,mean_signed_contribution,mean_signed_coefficient,mean_signed_transform
pooled_2021_2026,learned_order_extension,all,market,272,0.002707785105495296,-0.0018380115279609123,-0.0020394085876588265,0.00020139705969791458
pooled_2021_2026,learned_order_extension,all,vol,272,0.0005046247191878251,0.00016108248230423518,0.0001161784489781011,4.490403332613427e-05
pooled_2021_2026,learned_order_extension,all,order,272,-0.001118610155881217,0.001752039284289769,0.0012749720785445208,0.00047706720574524795
pooled_2021_2026,learned_order_extension,regression,intercept,24,-0.00672207581741711,-0.006402132830367,-0.006402132830367,0.0
pooled_2021_2026,learned_order_extension,regression,decoded,24,0.015824324107937972,-0.012815122552725017,-0.01353260177052884,0.0007174792178038236
pooled_2021_2026,learned_order_extension,regression,market,24,0.005163604258759226,-0.02286987667864517,-0.021067091051208967,-0.001802785627436199
pooled_2021_2026,learned_order_extension,regression,vol,24,0.0018370088203657582,-0.0023642906151688757,-0.003353174327074448,0.000988883711905572
pooled_2021_2026,learned_order_extension,regression,order,24,0.004567101066170716,-0.007533059063972829,-0.008939953124160202,0.0014068940601873715
pooled_2021_2026,learned_order_extension,recovery,intercept,14,-0.0012980957658634239,0.009190978547779083,0.009190978547779083,0.0
pooled_2021_2026,learned_order_extension,recovery,decoded,14,-0.01453513709578042,0.023648541146025194,0.024349863573499973,-0.0007013224274747819
pooled_2021_2026,learned_order_extension,recovery,market,14,0.006370012226474356,0.027547488259499407,0.027255863436293794,0.00029162482320561493
pooled_2021_2026,learned_order_extension,recovery,vol,14,-0.000988676800756435,0.004442967109825924,0.002865606003133978,0.0015773611066919463
pooled_2021_2026,learned_order_extension,recovery,order,14,-0.006842537284623766,0.018408546275690087,0.01887536188452272,-0.00046681560883262986
pooled_2021_2026,learned_order_extension,stable_correct,intercept,116,-0.005243125541781974,-0.0007317569043997678,-0.0007317569043997678,0.0
pooled_2021_2026,learned_order_extension,stable_correct,decoded,116,-0.00023107625376353548,-0.004455743954982181,-0.005001109095096409,0.0005453651401142307
pooled_2021_2026,learned_order_extension,stable_correct,market,116,0.0023206051668624083,-0.0018466427886181106,-0.0020000679080951983,0.00015342511947708779
pooled_2021_2026,learned_order_extension,stable_correct,vol,116,0.0004361364686692494,-8.216191684679029e-05,-0.00036574359259123875,0.00028358167574444877
pooled_2021_2026,learned_order_extension,stable_correct,order,116,-0.0012710280117759056,-0.001156515482959296,-0.0020791298028948247,0.0009226143199355296
pooled_2021_2026,learned_order_extension,stable_wrong,intercept,118,-0.004880453962743233,0.0013764657792296859,0.0013764657792296859,0.0
pooled_2021_2026,learned_order_extension,stable_wrong,decoded,118,-0.003035617090487993,0.0032204859558397788,0.0042571887295402115,-0.0010367027737004327
pooled_2021_2026,learned_order_extension,stable_wrong,market,118,0.0021544125081171075,-0.0010382743006031783,-0.0016837556049428444,0.0006454813043396671
pooled_2021_2026,learned_order_extension,stable_wrong,vol,118,0.0004781301421632827,0.00040581909124974325,0.0009693601243096461,-0.0005635410330599029
pooled_2021_2026,learned_order_extension,stable_wrong,order,118,-0.001446081496924156,0.00452359534767612,0.004561654839800305,-3.805949212418702e-05
pooled_2021_2026,learned_order_offset,all,intercept,272,-0.0049917870761084565,0.00017804701290222616,0.00017804701290222616,0.0
pooled_2021_2026,learned_order_offset,all,decoded,272,-0.0008309660317485147,-0.00039677009894174267,-0.00020875685929480352,-0.00018801323964693893
pooled_2021_2026,learned_order_offset,all,market,272,0.002831882663699216,-0.0018493752618315453,-0.002050272540443221,0.00020089727861167622
pooled_2021_2026,learned_order_offset,all,vol,272,0.0004851186499455123,0.00015811751869272144,0.00010901645348569367,4.910106520702768e-05
pooled_2021_2026,learned_order_offset,all,order,272,-0.0011268876293193976,0.0017494317569283382,0.0012750376242595535,0.0004743941326687846
pooled_2021_2026,learned_order_offset,regression,intercept,25,-0.004920475348693188,-0.00757195556061088,-0.00757195556061088,0.0
pooled_2021_2026,learned_order_offset,regression,decoded,25,0.01616773550385571,-0.012075483105536532,-0.01293082463546296,0.0008553415299264296
pooled_2021_2026,learned_order_offset,regression,market,25,0.004158698811485906,-0.021977773753841436,-0.02037077520147201,-0.0016069985523694283
pooled_2021_2026,learned_order_offset,regression,vol,25,0.002498458561557533,-0.003001990966223115,-0.003657148098977294,0.0006551571327541795
pooled_2021_2026,learned_order_offset,regression,order,25,0.0038516541136606576,-0.0070076077064769845,-0.00914710202148767,0.0021394943150106855
pooled_2021_2026,learned_order_offset,recovery,intercept,15,-0.003169877035283819,0.006630541024948106,0.006630541024948106,0.0
pooled_2021_2026,learned_order_offset,recovery,decoded,15,-0.013039627920347189,0.022661457606440092,0.023537034052269278,-0.0008755764458291855
pooled_2021_2026,learned_order_offset,recovery,market,15,0.009243609454390985,0.028909031829214775,0.028096097569122284,0.0008129342600924961
pooled_2021_2026,learned_order_offset,recovery,vol,15,-0.0020033825692354623,0.00315732840475746,0.0025967740563337606,0.0005605543484236994
pooled_2021_2026,learned_order_offset,recovery,order,15,-0.005884166045269812,0.01763368537151903,0.017778723830546943,-0.00014503845902791665
pooled_2021_2026,learned_order_offset,stable_correct,intercept,114,-0.005368369991710429,-0.00017113943486019237,-0.00017113943486019237,0.0
pooled_2021_2026,learned_order_offset,stable_correct,decoded,114,-0.0005599652737037624,-0.0046535591174049745,-0.005198326963539526,0.0005447678461345511
pooled_2021_2026,learned_order_offset,stable_correct,market,114,0.002270716578453931,-0.002327499920791751,-0.0023834356981371095,5.5935777345358905e-05
pooled_2021_2026,learned_order_offset,stable_correct,vol,114,0.00040356123886110427,0.00017698350978603573,-0.00029859286582986085,0.00047557637561589653
pooled_2021_2026,learned_order_offset,stable_correct,order,114,-0.001267149371680985,-0.0012684110385648144,-0.001990625114394009,0.0007222140758291948
pooled_2021_2026,learned_order_offset,stable_wrong,intercept,118,-0.0048746768338976615,0.0013371140400382873,0.0013371140400382873,0.0
pooled_2021_2026,learned_order_offset,stable_wrong,decoded,118,-0.003142251595123322,0.003258893949269703,0.0042884958747275775,-0.0010296019254578744
pooled_2021_2026,learned_order_offset,stable_wrong,market,118,0.0022778710379612378,-0.0010329340155941222,-0.0016791063128216922,0.0006461722972275703
pooled_2021_2026,learned_order_offset,stable_wrong,vol,118,0.00045369123775090717,0.00042814994112735726,0.0009844843532384644,-0.0005563344121111074
pooled_2021_2026,learned_order_offset,stable_wrong,order,118,-0.0014414175336077393,0.004501094986186747,0.004540154151851722,-3.9059165664976095e-05
pooled_2021_2026,learned_vol_interaction,all,intercept,272,-0.004989183811172217,0.0001862649576339473,0.0001862649576339473,0.0
pooled_2021_2026,learned_vol_interaction,all,decoded,272,-0.0009165467412449455,-0.0003518544724300256,-0.00015989132124043625,-0.00019196315118958897
pooled_2021_2026,learned_vol_interaction,all,market,272,0.002740674877805563,-0.0018346546624249283,-0.002041849762504863,0.00020719510007993482
pooled_2021_2026,learned_vol_interaction,all,vol,272,0.00055266484196921,0.00018185056062692897,0.00013044393274749626,5.140662787943265e-05
pooled_2021_2026,learned_vol_interaction,all,order,272,0.0,0.0,0.0,0.0
pooled_2021_2026,learned_vol_interaction,regression,intercept,18,-0.012750710995607255,-0.002059731570565134,-0.002059731570565134,0.0
pooled_2021_2026,learned_vol_interaction,regression,decoded,18,0.026237622782976974,-0.021251154184713097,-0.021448279188683708,0.00019712500397061508
pooled_2021_2026,learned_vol_interaction,regression,market,18,0.0036694803490274516,-0.023654918688396552,-0.022479573498807165,-0.0011753451895893858
pooled_2021_2026,learned_vol_interaction,regression,vol,18,0.0011285830231351336,-0.0017598661188777918,-0.003243348412297979,0.0014834822934201874
pooled_2021_2026,learned_vol_interaction,regression,order,18,0.0,0.0,0.0,0.0
pooled_2021_2026,learned_vol_interaction,recovery,intercept,12,-0.00576503342071531,0.01081426906885055,0.01081426906885055,0.0
pooled_2021_2026,learned_vol_interaction,recovery,decoded,12,3.681428661999759e-05,0.017305764733710507,0.018187563818040858,-0.000881799084330343
pooled_2021_2026,learned_vol_interaction,recovery,market,12,-1.5879657450286668e-05,0.02334595559705876,0.02340292943099714,-5.697383393838177e-05
pooled_2021_2026,learned_vol_interaction,recovery,vol,12,-0.0025736405275062135,0.004819331560983706,0.002789337760774666,0.00202999380020904
pooled_2021_2026,learned_vol_interaction,recovery,order,12,0.0,0.0,0.0,0.0
pooled_2021_2026,learned_vol_interaction,stable_correct,intercept,121,-0.005161053232165425,-0.0009515721414966852,-0.0009515721414966852,0.0
pooled_2021_2026,learned_vol_interaction,stable_correct,decoded,121,-0.0003250707812093531,-0.004196716439971104,-0.00480846159701934,0.0006117451570482367
pooled_2021_2026,learned_vol_interaction,stable_correct,market,121,0.0023769187926653023,-0.0018544207390127976,-0.001989928189527672,0.0001355074505148747
pooled_2021_2026,learned_vol_interaction,stable_correct,vol,121,0.00063602046212469,9.375195098915512e-05,-0.00020976516712047192,0.00030351711810962695
pooled_2021_2026,learned_vol_interaction,stable_correct,order,121,0.0,0.0,0.0,0.0
pooled_2021_2026,learned_vol_interaction,stable_wrong,intercept,121,-0.0035857632774984505,0.0006042003061280858,0.0006042003061280858,0.0
pooled_2021_2026,learned_vol_interaction,stable_wrong,decoded,121,-0.00564203413739933,0.004850825382279721,0.005835964243320315,-0.0009851388610405932
pooled_2021_2026,learned_vol_interaction,stable_wrong,market,121,0.0032396388632852952,-0.001066149500269415,-0.0015768979724124898,0.0005107484721430741
pooled_2021_2026,learned_vol_interaction,stable_wrong,vol,121,0.0006936822562990059,9.888411428787365e-05,0.000708847547280692,-0.0006099634329928184
pooled_2021_2026,learned_vol_interaction,stable_wrong,order,121,0.0,0.0,0.0,0.0
year_2021,learned_market,all,intercept,50,-0.003663799156587848,0.00021724884531184875,0.00021724884531184875,0.0
year_2021,learned_market,all,decoded,50,-0.004572741549017381,0.001847090401634597,0.0018951825855877144,-4.8092183953115584e-05
year_2021,learned_market,all,market,50,-0.0030882302314133247,-0.0007437847421217916,-0.0006522187612988212,-9.156598082297055e-05
year_2021,learned_market,all,vol,50,0.0,0.0,0.0,0.0
year_2021,learned_market,all,order,50,0.0,0.0,0.0,0.0
year_2021,learned_market,regression,intercept,2,-0.004076061905449881,0.0004073489037599164,0.0004073489037599164,0.0
year_2021,learned_market,regression,decoded,2,0.023671712357089106,-0.04212581590137843,-0.0424402993869067,0.0003144834855282861
year_2021,learned_market,regression,market,2,-0.0038240040949961795,-0.005703325168109815,-0.00592311570856595,0.00021979054045613447
year_2021,learned_market,regression,vol,2,0.0,0.0,0.0,0.0
year_2021,learned_market,regression,order,2,0.0,0.0,0.0,0.0
year_2021,learned_market,recovery,intercept,1,-0.0036959839947776373,0.0036959839947776373,0.0036959839947776373,0.0
year_2021,learned_market,recovery,decoded,1,-0.06882536442239358,0.06882536442239358,0.07029740759592522,-0.0014720431735316091
year_2021,learned_market,recovery,market,1,-0.003932688619467733,0.003932688619467733,0.005322569226081064,-0.0013898806066133297
year_2021,learned_market,recovery,vol,1,0.0,0.0,0.0,0.0
year_2021,learned_market,recovery,order,1,0.0,0.0,0.0,0.0
year_2021,learned_market,stable_correct,intercept,27,-0.003445460011399127,-0.0020647258622444008,-0.0020647258622444008,0.0
year_2021,learned_market,stable_correct,decoded,27,-0.0017217510235468325,-0.0026044790571462233,-0.0037048319942247746,0.0011003529370785558
year_2021,learned_market,stable_correct,market,27,-0.0034362649405912577,-0.0025868139488439724,-0.0030764944454712037,0.0004896804966272316
year_2021,learned_market,stable_correct,vol,27,0.0,0.0,0.0,0.0
year_2021,learned_market,stable_correct,order,27,0.0,0.0,0.0,0.0
year_2021,learned_market,stable_wrong,intercept,20,-0.003915721485796929,0.003104967937194689,0.003104967937194689,0.0
year_2021,learned_market,stable_wrong,decoded,20,-0.00803339300534446,0.008905086100252056,0.010468639215067141,-0.0015635531148150874
year_2021,learned_market,stable_wrong,market,20,-0.0025025830682621096,0.002006435061472478,0.0028489037076916144,-0.0008424686462191359
year_2021,learned_market,stable_wrong,vol,20,0.0,0.0,0.0,0.0
year_2021,learned_market,stable_wrong,order,20,0.0,0.0,0.0,0.0
year_2021,learned_order_extension,all,intercept,50,-0.0033613689576914253,0.00019094363917552496,0.00019094363917552496,0.0
year_2021,learned_order_extension,all,decoded,50,-0.004470821502733056,0.0014385762433310862,0.0015143325650951135,-7.575632176402464e-05
year_2021,learned_order_extension,all,market,50,-0.002996269531271896,-0.0006593888895360855,-0.0005717772922948519,-8.761159724123422e-05
year_2021,learned_order_extension,all,vol,50,0.0030457802943216084,0.0020457839537206756,0.001806558258156254,0.00023922569556442127
year_2021,learned_order_extension,all,order,50,-0.0038532885810260388,0.000566627965175624,9.699185802258832e-05,0.00046963610715303585
year_2021,learned_order_extension,regression,intercept,2,-0.0038233621273175995,0.00047061212166271053,0.00047061212166271053,0.0
year_2021,learned_order_extension,regression,decoded,2,0.023989959536820475,-0.04170207143523479,-0.042040938680465795,0.000338867245230999
year_2021,learned_order_extension,regression,market,2,-0.0037073271601216714,-0.005566415893550079,-0.005808224303241311,0.00024180840969123378
year_2021,learned_order_extension,regression,vol,2,-0.0004165631744463708,-0.00013601433755082638,0.002860918350373993,-0.0029969326879248194
year_2021,learned_order_extension,regression,order,2,-0.0011920619707412906,-0.009310509272188723,-0.005261179771713538,-0.004049329500475185
year_2021,learned_order_extension,recovery,intercept,1,-0.0034575203469267967,0.0034575203469267967,0.0034575203469267967,0.0
year_2021,learned_order_extension,recovery,decoded,1,-0.06825045890947205,0.06825045890947205,0.06975154461204988,-0.0015010857025778389
year_2021,learned_order_extension,recovery,market,1,-0.004135157027730253,0.004135157027730253,0.005517339605177462,-0.0013821825774472073
year_2021,learned_order_extension,recovery,vol,1,-0.013688324173186219,0.013688324173186219,0.003360191648278133,0.010328132524908086
year_2021,learned_order_extension,recovery,order,1,-0.00701952682951854,0.00701952682951854,0.001511636504503733,0.005507890325014807
year_2021,learned_order_extension,stable_correct,intercept,27,-0.0031462312722922003,-0.001911385248513359,-0.001911385248513359,0.0
year_2021,learned_order_extension,stable_correct,decoded,27,-0.002102040294012488,-0.0027894267078191876,-0.0037480060172804613,0.0009585793094612805
year_2021,learned_order_extension,stable_correct,market,27,-0.00326577594365099,-0.002478565390951686,-0.0029309945137324916,0.00045242912278080534
year_2021,learned_order_extension,stable_correct,vol,27,0.004031607863789397,0.005819508005712488,0.004786266828067891,0.0010332411776445985
year_2021,learned_order_extension,stable_correct,order,27,-0.0025018217547014797,-0.0025234768971216276,-0.0034809364982133243,0.0009574596010916962
year_2021,learned_order_extension,stable_wrong,intercept,20,-0.0036007979465559926,0.0028377919539192367,0.0028377919539192367,0.0
year_2021,learned_order_extension,stable_wrong,decoded,20,-0.007325772368124225,0.008119850861933493,0.009562156173510495,-0.0014423053115769986
year_2021,learned_order_extension,stable_wrong,market,20,-0.0025043857368522255,0.002047474791913056,0.002832354812866991,-0.0007848800209539358
year_2021,learned_order_extension,stable_wrong,vol,20,0.002897852645792284,-0.0034126906983143997,-0.002399165989952323,-0.001013524708362077
year_2021,learned_order_extension,stable_wrong,order,20,-0.005785579545168043,0.005403338309796202,0.005392280069590625,1.1058240205577552e-05
year_2021,learned_order_offset,all,intercept,50,-0.0032956130506794318,0.00019200314570031054,0.00019200314570031054,0.0
year_2021,learned_order_offset,all,decoded,50,-0.004482953859266765,0.0014446717680554671,0.0015195795241574662,-7.490775610199801e-05
year_2021,learned_order_offset,all,market,50,-0.0030047405629729873,-0.0006548752066366718,-0.0005677161821535849,-8.715902448308714e-05
year_2021,learned_order_offset,all,vol,50,0.003090190099135021,0.0020532106003163493,0.0018122772552719676,0.00024093334504438207
year_2021,learned_order_offset,all,order,50,-0.0038372591239809913,0.0005609680428842828,9.092523213894504e-05,0.00047004281074533805
year_2021,learned_order_offset,regression,intercept,2,-0.0037348879881025925,0.0004152569695961791,0.0004152569695961791,0.0
year_2021,learned_order_offset,regression,decoded,2,0.023587050153378558,-0.04213649907086965,-0.04246381542090624,0.00032731635003657505
year_2021,learned_order_offset,regression,market,2,-0.00373313741721495,-0.0054950071789207,-0.0057276504123702655,0.00023264323344956755
year_2021,learned_order_offset,regression,vol,2,-0.0003545371085937088,-6.477495531699906e-05,0.0028855829332980975,-0.0029503578886150962
year_2021,learned_order_offset,regression,order,2,-0.0011528350290765082,-0.009250709056155045,-0.005224523650770694,-0.004026185405384349
year_2021,learned_order_offset,recovery,intercept,1,-0.0034213638654417146,0.0034213638654417146,0.0034213638654417146,0.0
year_2021,learned_order_offset,recovery,decoded,1,-0.06869632359238458,0.06869632359238458,0.07018395771781337,-0.0014876341254287904
year_2021,learned_order_offset,recovery,market,1,-0.004163371603808269,0.004163371603808269,0.005508822644200658,-0.0013454510403923883
year_2021,learned_order_offset,recovery,vol,1,-0.01361211564008924,0.01361211564008924,0.0033696249034900864,0.010242490736599155
year_2021,learned_order_offset,recovery,order,1,-0.006954826526091071,0.006954826526091071,0.0014848531785455865,0.005469973347545484
year_2021,learned_order_offset,stable_correct,intercept,27,-0.0030815658600591876,-0.0018689901466338666,-0.0018689901466338666,0.0
year_2021,learned_order_offset,stable_correct,decoded,27,-0.002084962191582763,-0.0027258782653963704,-0.003685951422127636,0.0009600731567312706
year_2021,learned_order_offset,stable_correct,market,27,-0.00326932659072238,-0.00249042493034054,-0.002937916270667223,0.0004474913403266824
year_2021,learned_order_offset,stable_correct,vol,27,0.004066195394397999,0.005880090156837785,0.004837559433366824,0.0010425307234709605
year_2021,learned_order_offset,stable_correct,order,27,-0.002492736612003085,-0.0025259415397008876,-0.0034848003734185055,0.000958858833717619
year_2021,learned_order_offset,stable_wrong,intercept,20,-0.003534361723536329,0.002790550671974793,0.002790550671974793,0.0
year_2021,learned_order_offset,stable_wrong,decoded,20,-0.007316574525248809,0.008070448805891505,0.009512166886465933,-0.0014417180805744287
year_2021,learned_order_offset,stable_wrong,market,20,-0.0025167781880453474,0.0020662177770697063,0.0028442204190437838,-0.0007780026419740764
year_2021,learned_order_offset,stable_wrong,vol,20,0.002952170958264086,-0.0034792234974128965,-0.0024570516353696068,-0.0010221718620432902
year_2021,learned_order_offset,stable_wrong,order,20,-0.00576492855453611,0.005389770765117856,0.005380003290612136,9.767474505720414e-06
year_2021,learned_vol_interaction,all,intercept,50,-0.0034082376428993177,0.00020736082168644018,0.00020736082168644018,0.0
year_2021,learned_vol_interaction,all,decoded,50,-0.005018846337498039,0.001650237426567122,0.0017009969372021772,-5.0759510635052776e-05
year_2021,learned_vol_interaction,all,market,50,-0.0030714719026009064,-0.00069795789205426,-0.0006023263002587255,-9.563159179553461e-05
year_2021,learned_vol_interaction,all,vol,50,0.0034056311068741195,0.002197132179838109,0.0019422223245087321,0.0002549098553293768
year_2021,learned_vol_interaction,all,order,50,0.0,0.0,0.0,0.0
year_2021,learned_vol_interaction,regression,intercept,1,-0.004228771441655835,0.004228771441655835,0.004228771441655835,0.0
year_2021,learned_vol_interaction,regression,decoded,1,0.06639379891611295,-0.06639379891611295,-0.06715568001344605,0.0007618810973330416
year_2021,learned_vol_interaction,regression,market,1,0.0018058267478957065,-0.0018058267478957065,-0.0001698342030274462,-0.0016359925448682585
year_2021,learned_vol_interaction,regression,vol,1,-0.0005276398605318748,0.0005276398605318748,0.005424708609361746,-0.0048970687488298715
year_2021,learned_vol_interaction,regression,order,1,0.0,0.0,0.0,0.0
year_2021,learned_vol_interaction,recovery,intercept,1,-0.0034354558709912414,0.0034354558709912414,0.0034354558709912414,0.0
year_2021,learned_vol_interaction,recovery,decoded,1,-0.06935655716489175,0.06935655716489175,0.07083334660826854,-0.0014767894433767765
year_2021,learned_vol_interaction,recovery,market,1,-0.004126362500441412,0.004126362500441412,0.0054902577014540105,-0.0013638952010125978
year_2021,learned_vol_interaction,recovery,vol,1,-0.01358253050342066,0.01358253050342066,0.003366690831008365,0.010215839672412299
year_2021,learned_vol_interaction,recovery,order,1,0.0,0.0,0.0,0.0
year_2021,learned_vol_interaction,stable_correct,intercept,28,-0.0032043505192715107,-0.001974463773691694,-0.001974463773691694,0.0
year_2021,learned_vol_interaction,stable_correct,decoded,28,-0.002965387200754645,-0.003593136164531517,-0.0046058404272722635,0.0010127042627407518
year_2021,learned_vol_interaction,stable_correct,market,28,-0.003582543813269398,-0.0028150204376931735,-0.003335679830036954,0.0005206593923437808
year_2021,learned_vol_interaction,stable_correct,vol,28,0.004216902329081054,0.006175503730429114,0.005132117170912976,0.0010433865595161377
year_2021,learned_vol_interaction,stable_correct,order,28,0.0,0.0,0.0,0.0
year_2021,learned_vol_interaction,stable_wrong,intercept,20,-0.003651292014635825,0.002899439971752119,0.002899439971752119,0.0
year_2021,learned_vol_interaction,stable_wrong,decoded,20,-0.008247435850249655,0.00900784628432299,0.010516785611445484,-0.0015089393271224979
year_2021,learned_vol_interaction,stable_wrong,market,20,-0.0025470916302978235,0.0020801070950075065,0.0028981148364835936,-0.0008180077414760867
year_2021,learned_vol_interaction,stable_wrong,vol,20,0.00331592302466945,-0.0038583832912031124,-0.0027689782000248405,-0.0010894050911782723
year_2021,learned_vol_interaction,stable_wrong,order,20,0.0,0.0,0.0,0.0
year_2022,learned_market,all,intercept,49,-0.017726150366066066,0.0015099639309537572,0.0015099639309537572,0.0
year_2022,learned_market,all,decoded,49,0.0063914603058948735,0.003491666250323325,0.003616477867838005,-0.00012481161751468035
year_2022,learned_market,all,market,49,-0.012748415103398733,-0.0003386184491495652,-0.0006578939324168235,0.0003192754832672594
year_2022,learned_market,all,vol,49,0.0,0.0,0.0,0.0
year_2022,learned_market,all,order,49,0.0,0.0,0.0,0.0
year_2022,learned_market,regression,intercept,4,-0.02571933031359326,-0.010243300498151135,-0.010243300498151135,0.0
year_2022,learned_market,regression,decoded,4,0.026682343588722887,-0.008085436659227313,-0.008162509233158581,7.707257393126533e-05
year_2022,learned_market,regression,market,4,-0.02435888065069538,-0.03546127676109161,-0.03342331669090649,-0.0020379600701851113
year_2022,learned_market,regression,vol,4,0.0,0.0,0.0,0.0
year_2022,learned_market,regression,order,4,0.0,0.0,0.0,0.0
year_2022,learned_market,recovery,intercept,2,-0.028051089359184225,0.028051089359184225,0.028051089359184225,0.0
year_2022,learned_market,recovery,decoded,2,0.01266557786931722,-0.01266557786931722,-0.01104313421775022,-0.0016224436515669908
year_2022,learned_market,recovery,market,2,-0.021792919209054785,0.021792919209054785,0.017754769424940878,0.004038149784113905
year_2022,learned_market,recovery,vol,2,0.0,0.0,0.0,0.0
year_2022,learned_market,recovery,order,2,0.0,0.0,0.0,0.0
year_2022,learned_market,stable_correct,intercept,14,-0.01614493962850579,-0.0039994792136399,-0.0039994792136399,0.0
year_2022,learned_market,stable_correct,decoded,14,0.014973480622941779,-0.012047808549298286,-0.01242995479830484,0.00038214624900655
year_2022,learned_market,stable_correct,market,14,-0.014399058894291777,-0.008218601874913925,-0.008082854530254676,-0.00013574734465924906
year_2022,learned_market,stable_correct,vol,14,0.0,0.0,0.0,0.0
year_2022,learned_market,stable_correct,order,14,0.0,0.0,0.0,0.0
year_2022,learned_market,stable_wrong,intercept,29,-0.01667492114363498,0.003960412582135475,0.003960412582135475,0.0
year_2022,learned_market,stable_wrong,decoded,29,-0.000983024269857314,0.013704616149364227,0.013998727174774649,-0.0002941110254104178
year_2022,learned_market,stable_wrong,market,29,-0.009726350156053862,0.006783703133335281,0.006176099608582252,0.0006076035247530289
year_2022,learned_market,stable_wrong,vol,29,0.0,0.0,0.0,0.0
year_2022,learned_market,stable_wrong,order,29,0.0,0.0,0.0,0.0
year_2022,learned_order_extension,all,intercept,49,-0.01783362951421792,0.0015742368018017371,0.0015742368018017371,0.0
year_2022,learned_order_extension,all,decoded,49,0.0061506394768349034,0.0037375143027682024,0.003843695963167361,-0.00010618166039915845
year_2022,learned_order_extension,all,market,49,-0.0127726640958783,-0.00028141443700667695,-0.0005828529441743586,0.0003014385071676819
year_2022,learned_order_extension,all,vol,49,0.0005901608302674148,-0.0002360135699535823,9.475753115282913e-05,-0.00033077110110641127
year_2022,learned_order_extension,all,order,49,-0.009759849282427437,0.006759438061665165,0.006787810874414808,-2.837281274964243e-05
year_2022,learned_order_extension,regression,intercept,6,-0.02398522903938029,-0.013713516869937437,-0.013713516869937437,0.0
year_2022,learned_order_extension,regression,decoded,6,0.025039757065873868,0.002583367250987498,0.002125333588023892,0.00045803366296360057
year_2022,learned_order_extension,regression,market,6,-0.022024198737648357,-0.029492972053961574,-0.027655093265628383,-0.0018378787883331904
year_2022,learned_order_extension,regression,vol,6,0.001336169718107556,-0.0026078255574988655,-0.0023573621819463703,-0.00025046337555249576
year_2022,learned_order_extension,regression,order,6,0.0019859660488492207,-0.0033734744091238073,-0.005161235316520887,0.0017877609073970794
year_2022,learned_order_extension,recovery,intercept,2,-0.015268642117401407,0.015268642117401407,0.015268642117401407,0.0
year_2022,learned_order_extension,recovery,decoded,2,-0.06907019010963068,0.06907019010963068,0.07040618926219476,-0.0013359991525640669
year_2022,learned_order_extension,recovery,market,2,-0.02535679268443481,0.02535679268443481,0.021639628255743563,0.003717164428691252
year_2022,learned_order_extension,recovery,vol,2,0.00021101712655737854,-0.00021101712655737854,0.003754359510947704,-0.003965376637505082
year_2022,learned_order_extension,recovery,order,2,-0.08038012986813067,0.08038012986813067,0.09041295116872139,-0.010032821300590713
year_2022,learned_order_extension,stable_correct,intercept,13,-0.015782084052958008,-0.0028302468796579236,-0.0028302468796579236,0.0
year_2022,learned_order_extension,stable_correct,decoded,13,0.014778540225420835,-0.014460067559214721,-0.014788409713736047,0.00032834215452131916
year_2022,learned_order_extension,stable_correct,market,13,-0.013720537219128134,-0.007250829616260924,-0.007245458193269337,-5.371422991588412e-06
year_2022,learned_order_extension,stable_correct,vol,13,0.00047529447187090657,-0.0010677564161221415,-0.0016334427899244196,0.000565686373802278
year_2022,learned_order_extension,stable_correct,order,13,-0.01133144735288208,-0.006019980006101391,-0.006807357636149716,0.0007873776300483256
year_2022,learned_order_extension,stable_wrong,intercept,28,-0.01765114625132641,0.005916951061023569,0.005916951061023569,0.0
year_2022,learned_order_extension,stable_wrong,decoded,28,0.003470076759230629,0.007767089120723106,0.008108073157901298,-0.0003409840371781923
year_2022,learned_order_extension,stable_wrong,market,28,-0.009451242109093259,0.007382704448320167,0.00672437376179432,0.0006583306865258464
year_2022,learned_order_extension,stable_wrong,vol,28,0.000510714285250766,0.0006566127171417949,0.0011611903344746035,-0.000504577617332808
year_2022,learned_order_extension,stable_wrong,order,28,-0.006502833421725405,0.009605456850692598,0.009687138988498373,-8.1682137805777e-05
year_2022,learned_order_offset,all,intercept,49,-0.01783744334470994,0.0015805540429239967,0.0015805540429239967,0.0
year_2022,learned_order_offset,all,decoded,49,0.006127672668807535,0.0038064982381126097,0.0039132532666857,-0.00010675502857308676
year_2022,learned_order_offset,all,market,49,-0.01271441998007188,-0.00028207127928434576,-0.0005838638419898638,0.0003017925627055181
year_2022,learned_order_offset,all,vol,49,0.0005936437079304107,-0.0002302476465971352,9.746755645730139e-05,-0.0003277152030544364
year_2022,learned_order_offset,all,order,49,-0.009736189570685862,0.0067414751334093186,0.0067718967115783435,-3.042157816902469e-05
year_2022,learned_order_offset,regression,intercept,6,-0.02398639348052095,-0.01369175970201054,-0.01369175970201054,0.0
year_2022,learned_order_offset,regression,decoded,6,0.025276513940048817,0.002764191141957742,0.0022997101724195417,0.0004644809695382084
year_2022,learned_order_offset,regression,market,6,-0.021905709616231474,-0.02936117743309354,-0.027528752626271663,-0.0018324248068218695
year_2022,learned_order_offset,regression,vol,6,0.0013952234863992717,-0.0024574461742593342,-0.002232867608590317,-0.00022457856566901696
year_2022,learned_order_offset,regression,order,6,0.00197442729112799,-0.0033620014688546715,-0.0051458947634815495,0.0017838932946268773
