cutoff,end,seed,rule,epoch,train_n,presentations,optimizer_steps,training_order_sha256,batch_boundaries_sha256,minimum_batch,maximum_batch,online_joint_loss,raw_gradient_norm_mean,raw_gradient_norm_max,gradient_clipping_fraction,final_model_train_return_mse,final_model_train_auxiliary_mse,validation_mse
2017-12-31,2018-12-31,20260910,balanced,11,1678,1678,14,86b41fed7841bba2c0f9eb46d1a20eba09e67807bd4b5d1baf3f0d7322a67f8f,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.0825198292732239,0.6913143460239682,1.5367769002914429,0.2857142857142857,,,
2017-12-31,2018-12-31,20260910,balanced,12,1678,1678,14,acb73fcf4d43a8181c97b413213007ad6502dbbd7a950b9470fea47171154787,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.0733566199030196,0.8874838820525578,1.4755922555923462,0.35714285714285715,,,
2017-12-31,2018-12-31,20260910,balanced,13,1678,1678,14,236ddfd224b689180b592cb1b5da9c77d50daa67a2bee7875fd2bf03f50989ba,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.07095833335604,0.9207075408526829,1.3694210052490234,0.42857142857142855,,,
2017-12-31,2018-12-31,20260910,balanced,14,1678,1678,14,1d1fc065f41b73da0904898c8f3132f644e8333e511ac5fac7031536edb95f90,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.0668570867606573,0.800408627305712,1.3095834255218506,0.21428571428571427,,,
2017-12-31,2018-12-31,20260910,balanced,15,1678,1678,14,f6701c887be8ab8ed399c260f8d1252b2650fd740361dadcd366e4be2f55c44e,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.0603733999388558,0.7738764796938215,1.6184619665145874,0.21428571428571427,,,
2017-12-31,2018-12-31,20260910,balanced,16,1678,1678,14,46865589023a109685c6a56366ac3b2c30d1f4e1f0be15af1f4cf385cf59f4d6,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.0525532364845276,0.9361044125897544,1.6926239728927612,0.2857142857142857,,,
2017-12-31,2018-12-31,20260910,balanced,17,1678,1678,14,74d7f27fc29798d0691f832f3365ebe866b38cf5231e7dd4fe447edce48ceba9,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.048035545008523,0.9531175366469792,1.3979436159133911,0.5,,,
2017-12-31,2018-12-31,20260910,balanced,18,1678,1678,14,7c1389e30574f192219afb7fa6f198aeee6a24a4f8a568043f86244b22009600,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.0393366515636444,0.9288738199642727,2.047968864440918,0.35714285714285715,,,
2017-12-31,2018-12-31,20260910,balanced,19,1678,1678,14,7304dd63d9fbea56e11f518d264615691add0532fb8f02ab8b449b51426958e8,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.0228840964181083,1.0745376220771246,2.3482887744903564,0.35714285714285715,,,
2017-12-31,2018-12-31,20260910,balanced,20,1678,1678,14,3cea0dd4db06c5b05e2d3534de0c96c6eb2dfa9daf163b0cdcd10ce2d4d4a4f5,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.0091632306575775,1.0356511218207223,1.3787612915039062,0.6428571428571429,0.8611918049858921,0.9767558989564625,0.0009452043773400008
2017-12-31,2018-12-31,20260911,balanced,1,1678,1678,14,e9b1eb27c050b5703532aa63bf0dff6cc224d748a22b1ce26683761d9ad0106e,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.1241193584033422,0.5439473518303463,0.868893027305603,0.0,,,
2017-12-31,2018-12-31,20260911,balanced,2,1678,1678,14,17b90e2b2ca8ac8a4462285873f9c0a4ba08bdf8dade3af2e0e4bf0f0c702194,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.1065290101936884,0.43616196513175964,0.6433174014091492,0.0,,,
2017-12-31,2018-12-31,20260911,balanced,3,1678,1678,14,c59ed6b3dbb9eea889757a3abb7c095b1bbd40c1c677a04fc385e6424d8c08c3,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.1048929989337921,0.34348514143909725,0.6181805729866028,0.0,,,
2017-12-31,2018-12-31,20260911,balanced,4,1678,1678,14,ce202462258ead3ae867981a246a0659754313e25f987c0ee184725673739780,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.103376213993345,0.30376606221709934,0.5502768158912659,0.0,,,
2017-12-31,2018-12-31,20260911,balanced,5,1678,1678,14,ef7652da0b5d12d2974f73b0855dd2a1a94632085711dcd10923f3d90c863586,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.1020996485437666,0.3113709624324526,0.577045202255249,0.0,,,
2017-12-31,2018-12-31,20260911,balanced,6,1678,1678,14,a47c306ccc4ed4107873a6c6b8db1003454ed9e38e767b6e97cd0cab92562320,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.1022755418504988,0.4094886077301843,0.8824377655982971,0.0,,,
2017-12-31,2018-12-31,20260911,balanced,7,1678,1678,14,0192d842825e1c7cf428cfcb72cc01f8fd9a660146800c75036f90b94ee39adf,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.1008100296769823,0.35908893176487516,0.7812114357948303,0.0,,,
2017-12-31,2018-12-31,20260911,balanced,8,1678,1678,14,659b3976ffe48330102805f7528cc27616fda883698b318ce06a72d43ed78b08,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.1009454727172852,0.30590163064854486,0.5627000331878662,0.0,,,
2017-12-31,2018-12-31,20260911,balanced,9,1678,1678,14,2b9b40279a13ae7cc1cf137bca6e961ffc4c9a1d4530cd78cc35f946bf0e06f2,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.1006800872938973,0.31541616895369123,0.8162649273872375,0.0,,,
2017-12-31,2018-12-31,20260911,balanced,10,1678,1678,14,847f23fc19b98516a181adc807da9b6bf935e63c35666756d8a8c9a8ca1ab440,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.1003442704677582,0.33449987109218327,0.917572021484375,0.0,,,
2017-12-31,2018-12-31,20260911,balanced,11,1678,1678,14,ca2abca6895ffe08379d34459b76e45ffc34f52d556b361f537c23d082e29ae6,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.0991208084992,0.35866053083113264,0.8042373061180115,0.0,,,
2017-12-31,2018-12-31,20260911,balanced,12,1678,1678,14,8f7c74ac16022c929c414d2b63834b97c0449bb9aa81d1167ea0d0b2537c2ca7,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.098392231123788,0.38200017490557264,0.9147538542747498,0.0,,,
2017-12-31,2018-12-31,20260911,balanced,13,1678,1678,14,c234637e20f35545c431b0293b8cc11d2d215b2356e03590cfe0ed11e82c0c15,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.09054776600429,0.4144897407719067,1.045250654220581,0.07142857142857142,,,
2017-12-31,2018-12-31,20260911,balanced,14,1678,1678,14,843d22b6075e29608d0d3809b1d5e0fc671918323c46e7a20dbd0acaa48018b1,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.088304000241416,0.4854062795639038,0.7570067644119263,0.0,,,
2017-12-31,2018-12-31,20260911,balanced,15,1678,1678,14,1f03dd05bf1c8687b7ed95ed08f0a317a94cf41c822faf1c4858e56f2dc57939,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.0740124498094832,0.60653603715556,1.148245096206665,0.07142857142857142,,,
2017-12-31,2018-12-31,20260911,balanced,16,1678,1678,14,f80644eb6486f5fd17e25cf0cf2264ba7e4f89f2ab5595883475529a13fb6cc8,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.0696118303707667,0.5713802001305989,0.9705243110656738,0.0,,,
2017-12-31,2018-12-31,20260911,balanced,17,1678,1678,14,f8dfe67d03ec02a9e4eec73677db13b59e695b510bf5f1a32665b055879946f0,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.0647996323449271,0.5759886567081723,0.8867056369781494,0.0,,,
2017-12-31,2018-12-31,20260911,balanced,18,1678,1678,14,9f5eac7a0a427efd7eedc1f05c16295e2ba77ad7bf7861f6329e4b152228f6b6,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.0626207547528403,0.7314463279076985,1.2201002836227417,0.14285714285714285,,,
2017-12-31,2018-12-31,20260911,balanced,19,1678,1678,14,318b4fb7fa3d53eeeb484f6cf2192bd4a9901b66e510debfb018366dbf4e9721,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.0504764403615678,0.8074201877628054,1.6366119384765625,0.21428571428571427,,,
2017-12-31,2018-12-31,20260911,balanced,20,1678,1678,14,528b58a0a187ddbc9a8651df7ca4ef4030c1405172fe267c9ff5d85dcacb7ec3,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.0305462309292384,0.8706297533852714,1.2877171039581299,0.35714285714285715,0.8901095720667379,1.05595949523071,0.000987518171410865
2017-12-31,2018-12-31,20260912,balanced,1,1678,1678,14,dcdad8c2c521c714815b9a8446c1d367625d81c60a42984d904609a3b887e39d,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.120841098683221,0.5964025525110108,1.118768572807312,0.14285714285714285,,,
2017-12-31,2018-12-31,20260912,balanced,2,1678,1678,14,b732df7ba97f4634ae91f86a1efba7536e3c0fee984d643fd9fa71ebb082bee0,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.1078831170286452,0.49681501516274046,1.0128965377807617,0.07142857142857142,,,
2017-12-31,2018-12-31,20260912,balanced,3,1678,1678,14,29d9a468fca6873d461e72d575551b999c0883481e70bb9e3123a2afe623286e,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.1060704163142614,0.40308532970292227,1.0773389339447021,0.07142857142857142,,,
2017-12-31,2018-12-31,20260912,balanced,4,1678,1678,14,dc2f1c98c37d6712e5fde9d9f1cc7946641a03d5ec6a8e77a2b101f280561dbb,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.1036561386925834,0.46275794080325533,1.519697666168213,0.07142857142857142,,,
2017-12-31,2018-12-31,20260912,balanced,5,1678,1678,14,d2fdaa10233a9c6f7ae4073219b001bfca9cf0e18798aac386e8e6c01ae5c1ad,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.1035040489264898,0.654385398541178,1.2929846048355103,0.2857142857142857,,,
2017-12-31,2018-12-31,20260912,balanced,6,1678,1678,14,053d64ed7eaa688e8c4dfa2f302b3fae75ddd5783e47c521c904ea287feea4eb,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.1018081264836448,0.36198081395455767,0.6887719631195068,0.0,,,
2017-12-31,2018-12-31,20260912,balanced,7,1678,1678,14,0e0d824e68e1f42158ad1447ca91815fcbef96ff4019bafb9de91374c50088cb,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.1017784007958003,0.32032051043851034,0.6489526033401489,0.0,,,
2017-12-31,2018-12-31,20260912,balanced,8,1678,1678,14,b8cbf45837af118905af86269f54196b0b806674a2b21bfc4fdb46f9f3c189bd,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.1011021477835519,0.5662302907024112,1.0410281419754028,0.14285714285714285,,,
2017-12-31,2018-12-31,20260912,balanced,9,1678,1678,14,83eca930738b78da251ef32e957526a202540d64f0d45e6ab67ab5afcee2ef05,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.1015060799462455,0.5355741381645203,1.0661057233810425,0.07142857142857142,,,
2017-12-31,2018-12-31,20260912,balanced,10,1678,1678,14,ef395a29ae682e2e3ff7f5e337062bd5bcb6b737d80bd21c1d7fcb7fcd7a5b45,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.1010567205292838,0.402436905673572,0.9116026759147644,0.0,,,
2017-12-31,2018-12-31,20260912,balanced,11,1678,1678,14,0448ffe69e5ac4a9045a42ee2dc8a02c4c25539db3177fb39e0f314c17db0090,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.1004412131650108,0.3417236017329352,0.641461968421936,0.0,,,
2017-12-31,2018-12-31,20260912,balanced,12,1678,1678,14,0ae5071ce42560180bf8309772270e4e99c8628bfd2baab1e6ea39682ce7c447,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.0990611442497797,0.35190487120832714,0.7450668811798096,0.0,,,
2017-12-31,2018-12-31,20260912,balanced,13,1678,1678,14,5ca0877cc9afbde39ccbd87142e05c045bfb50e636c19e945df6bbab77f049c5,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.0990507687841142,0.5493020021489688,1.1082813739776611,0.07142857142857142,,,
2017-12-31,2018-12-31,20260912,balanced,14,1678,1678,14,4aac69f0598b892cf59e8e02473a4c9e25948ae87b241a4363116f7e9d848db6,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.0931902527809143,0.43054800587041037,0.8568189740180969,0.0,,,
2017-12-31,2018-12-31,20260912,balanced,15,1678,1678,14,d3a20dadd16e810d362aa0d5f48c01bb3e16a9bb2e79315c986f25f6cc82a281,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.0921726311956133,0.49771023222378324,1.1823407411575317,0.07142857142857142,,,
2017-12-31,2018-12-31,20260912,balanced,16,1678,1678,14,53f7ef368fd273cc3e6b7ed38f354df9c164ae40004e52b145dfb464a9a61b53,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.0796071290969849,0.5868824337209974,1.1658179759979248,0.07142857142857142,,,
2017-12-31,2018-12-31,20260912,balanced,17,1678,1678,14,0fb56ff3e0432d59af1bb34588f2793c01e0285d73dda141965501220024dd69,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.0780058247702462,0.6594123137848718,1.2676304578781128,0.21428571428571427,,,
2017-12-31,2018-12-31,20260912,balanced,18,1678,1678,14,974a78dee1f1ea797ec1e450ba2485b1efa174c02fd60687d005f2599a2615da,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.0577091489519392,0.6672667158501489,1.0360430479049683,0.07142857142857142,,,
2017-12-31,2018-12-31,20260912,balanced,19,1678,1678,14,825dec6e4e381d6dfd9c6b58b71e1a3bdfdfa6311a3323b8e3cb9fff3da49e02,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.053410849400929,0.8041224522250039,1.1162171363830566,0.14285714285714285,,,
2017-12-31,2018-12-31,20260912,balanced,20,1678,1678,14,d972498d4d099b9526fb54fc05daca45276a84b7ae6578d65591be22ad447d97,7687388086d62460b8bf873dca469101a018bef0ae7fd1954a3b76ffd8142115,119,120,1.0460749438830785,0.8653579524585179,1.5934356451034546,0.14285714285714285,0.9082225544091771,1.0374355105876354,0.0009854269864018469
2018-12-31,2019-12-31,20260910,balanced,1,1921,1921,16,152853d5df99acbc4f4668487b2785884cb8228ec95eb0f409eb91c308176556,dd27cfd9f6d71598f8c372fa7917da06d7f8826e57378fe2c63430a833e99e08,120,121,1.1152413301169872,0.6978360880166292,1.5179493427276611,0.125,,,
2018-12-31,2019-12-31,20260910,balanced,2,1921,1921,16,ec976fd0dd68d450ba510ffc74d896af9c7a7aeaba5e5ab6578f0ec5cc07d6f2,dd27cfd9f6d71598f8c372fa7917da06d7f8826e57378fe2c63430a833e99e08,120,121,1.1059435345232487,0.379048909060657,0.5517786741256714,0.0,,,
2018-12-31,2019-12-31,20260910,balanced,3,1921,1921,16,2655f3a445b7e877b511f1bd1c68a36c0829b6c46e98168087fd89475fc280b0,dd27cfd9f6d71598f8c372fa7917da06d7f8826e57378fe2c63430a833e99e08,120,121,1.1031337641179562,0.42064839974045753,0.8913723230361938,0.0,,,
2018-12-31,2019-12-31,20260910,balanced,4,1921,1921,16,73fb75cad4ff40749b1ea140e03fd06657930ebb4639f4cb68c330dd3e8a4f25,dd27cfd9f6d71598f8c372fa7917da06d7f8826e57378fe2c63430a833e99e08,120,121,1.103102896362543,0.35367780830711126,0.607921838760376,0.0,,,
2018-12-31,2019-12-31,20260910,balanced,5,1921,1921,16,2382aa820317c9a15f71087e44e908df772ba3318157659121cef02bdfdd6c0b,dd27cfd9f6d71598f8c372fa7917da06d7f8826e57378fe2c63430a833e99e08,120,121,1.1016244776546955,0.37791225779801607,0.650789201259613,0.0,,,
2018-12-31,2019-12-31,20260910,balanced,6,1921,1921,16,e8da2e33904edb14dc918fe470d71f05c46a1c3bb2d52a9572b96b0811e3c78c,dd27cfd9f6d71598f8c372fa7917da06d7f8826e57378fe2c63430a833e99e08,120,121,1.1024896912276745,0.4450603062286973,1.137141227722168,0.125,,,
2018-12-31,2019-12-31,20260910,balanced,7,1921,1921,16,188f370b384b02ea0a906e1af58a7c02329d70ae252d9fc4fa524f0a85e39ead,dd27cfd9f6d71598f8c372fa7917da06d7f8826e57378fe2c63430a833e99e08,120,121,1.1017665974795818,0.37437241803854704,1.0610183477401733,0.0625,,,
2018-12-31,2019-12-31,20260910,balanced,8,1921,1921,16,22731e6e266c446f751cf99cd5b41ac475c5129337e854fe043ee6f4d145e259,dd27cfd9f6d71598f8c372fa7917da06d7f8826e57378fe2c63430a833e99e08,120,121,1.1018052995204926,0.444651466794312,1.123035192489624,0.0625,,,
2018-12-31,2019-12-31,20260910,balanced,9,1921,1921,16,92f3a46cdc72e4ca588ff254a62719d8391eb07957d3c03d73c434a0c2ef1bf2,dd27cfd9f6d71598f8c372fa7917da06d7f8826e57378fe2c63430a833e99e08,120,121,1.1008783057332039,0.47692264895886183,0.9559494256973267,0.0,,,
2018-12-31,2019-12-31,20260910,balanced,10,1921,1921,16,91dde5a31b35bb83c7408fa7bb351eb69c944f8c98813457e39efd005e867068,dd27cfd9f6d71598f8c372fa7917da06d7f8826e57378fe2c63430a833e99e08,120,121,1.0999517440795898,0.4175472315400839,1.0329691171646118,0.0625,,,
2018-12-31,2019-12-31,20260910,balanced,11,1921,1921,16,37cbdf2d8cba0647fa247373a8dfb40eb0990ec25c63cb8378e8b30e103425e8,dd27cfd9f6d71598f8c372fa7917da06d7f8826e57378fe2c63430a833e99e08,120,121,1.0965999402105808,0.4605538435280323,1.0310739278793335,0.0625,,,
2018-12-31,2019-12-31,20260910,balanced,12,1921,1921,16,b1e977700a966bf26e08eba51f1307696d5d5e125c16156e77bba1b2c9fa6167,dd27cfd9f6d71598f8c372fa7917da06d7f8826e57378fe2c63430a833e99e08,120,121,1.088828183710575,0.46245353389531374,1.251996397972107,0.0625,,,
2018-12-31,2019-12-31,20260910,balanced,13,1921,1921,16,8e3caafe20b270e630fae9cb3250cf6aa324d20ee1a0cd52f4235db410a7ac8f,dd27cfd9f6d71598f8c372fa7917da06d7f8826e57378fe2c63430a833e99e08,120,121,1.0832770057022572,0.6341019561514258,1.4845244884490967,0.125,,,
2018-12-31,2019-12-31,20260910,balanced,14,1921,1921,16,7fe9f92b68c55c6952e6b0e2f2df4ae803a563ace4efecbcbf6ff0f6d64502b4,dd27cfd9f6d71598f8c372fa7917da06d7f8826e57378fe2c63430a833e99e08,120,121,1.0838830955326557,0.7134585175663233,1.2513844966888428,0.1875,,,
2018-12-31,2019-12-31,20260910,balanced,15,1921,1921,16,7a8f62c49da66b86a4ff89337b8a748662e2d3b8be0b8b894ac3670bcc01952b,dd27cfd9f6d71598f8c372fa7917da06d7f8826e57378fe2c63430a833e99e08,120,121,1.0911915116012096,0.7466493584215641,1.8464646339416504,0.1875,,,
2018-12-31,2019-12-31,20260910,balanced,16,1921,1921,16,ac940aae57d0eec6a98f397c6b69fe25bfd4a496d8ee92251418d5de30e731ab,dd27cfd9f6d71598f8c372fa7917da06d7f8826e57378fe2c63430a833e99e08,120,121,1.0794150717556477,0.7237270753830671,1.7568280696868896,0.25,,,
2018-12-31,2019-12-31,20260910,balanced,17,1921,1921,16,7e76c9b8fe0bc6d06cc76226e5b937374c4b705a3086fae13664e0315879ecc7,dd27cfd9f6d71598f8c372fa7917da06d7f8826e57378fe2c63430a833e99e08,120,121,1.0682663917541504,0.6756287161260843,1.369634747505188,0.125,,,
2018-12-31,2019-12-31,20260910,balanced,18,1921,1921,16,f9ec03d28835802dc7d937cc556b755c7160a566ee8a471b79b28d8641ad1120,dd27cfd9f6d71598f8c372fa7917da06d7f8826e57378fe2c63430a833e99e08,120,121,1.0606759041547775,0.6762676481157541,1.217161774635315,0.0625,,,
2018-12-31,2019-12-31,20260910,balanced,19,1921,1921,16,04a5e315b309aca59deb179e3a7d5ff56b243c5c14365f3668acb26a2c2073b2,dd27cfd9f6d71598f8c372fa7917da06d7f8826e57378fe2c63430a833e99e08,120,121,1.054792359471321,0.7626883871853352,1.2942349910736084,0.125,,,
2018-12-31,2019-12-31,20260910,balanced,20,1921,1921,16,68d0e11c2d69e682e1da6173ea9e8e9253263abb796076a920eabaa74c73ba8c,dd27cfd9f6d71598f8c372fa7917da06d7f8826e57378fe2c63430a833e99e08,120,121,1.0381452329456806,0.7993310354650021,1.4072381258010864,0.125,0.9231909112747854,1.024959116972467,0.0007513440729975777
2018-12-31,2019-12-31,20260911,balanced,1,1921,1921,16,c6509a968a397d39dc970fc519622fdd19b8154f9105c703548f60b45c84eb77,dd27cfd9f6d71598f8c372fa7917da06d7f8826e57378fe2c63430a833e99e08,120,121,1.1208439953625202,0.5600791852921247,1.0278288125991821,0.0625,,,
2018-12-31,2019-12-31,20260911,balanced,2,1921,1921,16,c8cfcd4ca5ea6a6205d656ba9b3039a2a1cc3b1c72dd6333e590b8b4f96b61ac,dd27cfd9f6d71598f8c372fa7917da06d7f8826e57378fe2c63430a833e99e08,120,121,1.1051069982349873,0.3847781242802739,0.6425038576126099,0.0,,,
2018-12-31,2019-12-31,20260911,balanced,3,1921,1921,16,af4f926a7007ccaf57d67d9b0efcf80c7b1199a8ee94b87cf9429d77213dcf23,dd27cfd9f6d71598f8c372fa7917da06d7f8826e57378fe2c63430a833e99e08,120,121,1.104701854288578,0.4278801269829273,0.8118137121200562,0.0,,,
2018-12-31,2019-12-31,20260911,balanced,4,1921,1921,16,63c62454c83b85fb10520944595e4db94500e34dad4f88572a1b50797ceb9954,dd27cfd9f6d71598f8c372fa7917da06d7f8826e57378fe2c63430a833e99e08,120,121,1.1034875214099884,0.3394989827647805,0.7693265080451965,0.0,,,
2018-12-31,2019-12-31,20260911,balanced,5,1921,1921,16,85b89a644b1e9ba0ecfacbb9ac83627f6cfd27a45726cdb50dbb6a678ee70580,dd27cfd9f6d71598f8c372fa7917da06d7f8826e57378fe2c63430a833e99e08,120,121,1.1025254353880882,0.35741274058818817,0.8648859262466431,0.0,,,
2018-12-31,2019-12-31,20260911,balanced,6,1921,1921,16,3625cdd08dfa506351f610d968ca637d4ab016fe390027f81de46240a65d20ca,dd27cfd9f6d71598f8c372fa7917da06d7f8826e57378fe2c63430a833e99e08,120,121,1.1021685115993023,0.3771621957421303,0.7760744094848633,0.0,,,
2018-12-31,2019-12-31,20260911,balanced,7,1921,1921,16,7eacfe6fc8142de69e8448b9b0897ad1e606582f5d8e97d330eaffd68ef981cd,dd27cfd9f6d71598f8c372fa7917da06d7f8826e57378fe2c63430a833e99e08,120,121,1.101614087820053,0.32489101868122816,0.5906350016593933,0.0,,,
