job,method,cutoff,seed,coordinate,coefficient,block
learned_hmm_interaction_2014-12-31_20260912,learned_hmm_interaction,2014-12-31,20260912,9,-0.22637980066967944,additive
learned_hmm_interaction_2014-12-31_20260912,learned_hmm_interaction,2014-12-31,20260912,10,0.22967130174076197,additive
learned_hmm_interaction_2014-12-31_20260912,learned_hmm_interaction,2014-12-31,20260912,11,-0.1722275332080022,additive
learned_hmm_interaction_2014-12-31_20260912,learned_hmm_interaction,2014-12-31,20260912,12,-0.23709184222946666,additive
learned_hmm_interaction_2014-12-31_20260912,learned_hmm_interaction,2014-12-31,20260912,13,0.07922155371040962,additive
learned_hmm_interaction_2014-12-31_20260912,learned_hmm_interaction,2014-12-31,20260912,14,0.05634398780347397,additive
learned_hmm_interaction_2014-12-31_20260912,learned_hmm_interaction,2014-12-31,20260912,15,0.1467795627045038,additive
learned_hmm_interaction_2014-12-31_20260912,learned_hmm_interaction,2014-12-31,20260912,16,0.12526670466299422,additive
learned_hmm_interaction_2014-12-31_20260912,learned_hmm_interaction,2014-12-31,20260912,17,0.08700425709598035,additive
learned_hmm_interaction_2014-12-31_20260912,learned_hmm_interaction,2014-12-31,20260912,18,-0.07983268196982762,additive
learned_hmm_interaction_2014-12-31_20260912,learned_hmm_interaction,2014-12-31,20260912,19,0.25700296190202737,additive
learned_hmm_interaction_2014-12-31_20260912,learned_hmm_interaction,2014-12-31,20260912,20,0.09283023693123345,additive
learned_hmm_interaction_2014-12-31_20260912,learned_hmm_interaction,2014-12-31,20260912,21,0.14438029019492812,additive
learned_hmm_interaction_2014-12-31_20260912,learned_hmm_interaction,2014-12-31,20260912,22,0.08049357460271223,additive
learned_hmm_interaction_2014-12-31_20260912,learned_hmm_interaction,2014-12-31,20260912,23,-0.4067709756763491,additive
learned_hmm_interaction_2014-12-31_20260912,learned_hmm_interaction,2014-12-31,20260912,24,0.03663338283409967,additive
learned_hmm_interaction_2014-12-31_20260912,learned_hmm_interaction,2014-12-31,20260912,25,-0.08180015631493139,additive
learned_hmm_interaction_2014-12-31_20260912,learned_hmm_interaction,2014-12-31,20260912,26,0.18232926411772746,additive
learned_hmm_interaction_2014-12-31_20260912,learned_hmm_interaction,2014-12-31,20260912,27,0.0777909545640801,additive
learned_hmm_interaction_2014-12-31_20260912,learned_hmm_interaction,2014-12-31,20260912,28,0.15868187312611054,additive
learned_hmm_interaction_2014-12-31_20260912,learned_hmm_interaction,2014-12-31,20260912,29,-0.056840931528854326,interaction
learned_hmm_interaction_2014-12-31_20260912,learned_hmm_interaction,2014-12-31,20260912,30,-0.030634891156633776,intercept
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,0,0.03098136677600784,additive
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,1,-0.032240263403912714,additive
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,2,0.1357306141268052,additive
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,3,0.0056419583305802,additive
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,4,0.03035738382789155,additive
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,5,0.10697349157908641,additive
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,6,-0.13804092826812897,additive
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,7,-0.25662384988656844,additive
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,8,-0.16229841181429863,additive
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,9,-0.10772099062141195,additive
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,10,-0.05135731146216656,additive
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,11,-0.012109197673008228,additive
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,12,-0.13741025319692465,additive
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,13,0.12255913320497026,additive
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,14,0.16249160560207188,additive
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,15,0.22396092204805504,additive
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,16,-0.03014120353205968,additive
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,17,-0.00972522795573835,additive
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,18,0.013561548995504087,additive
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,19,-0.2577136017579685,additive
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,20,0.24439382768742984,additive
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,21,-0.03522445532626192,additive
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,22,0.2134492074498003,additive
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,23,0.1054650759877424,additive
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,24,-0.06226556618448203,additive
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,25,-0.25779872977590157,additive
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,26,0.25801558354690773,additive
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,27,-0.016743035980531472,additive
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,28,0.16600461454813015,additive
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,29,0.01710967572889692,interaction
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,30,0.011839324898277317,intercept
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,0,-0.17989377748259625,additive
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,1,0.08573914069010696,additive
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,2,0.026808419568451942,additive
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,3,0.06467544417095399,additive
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,4,0.2017986997113906,additive
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,5,-0.06030073027848398,additive
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,6,-0.2534454031872451,additive
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,7,-0.03258731521145298,additive
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,8,-0.1832730951537629,additive
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,9,0.08274682767193614,additive
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,10,-0.0690488919094537,additive
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,11,-0.06887754129230075,additive
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,12,0.04497069951260249,additive
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,13,-0.3104520526082783,additive
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,14,0.1367812702724797,additive
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,15,0.14248319637818493,additive
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,16,-0.14370970580806752,additive
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,17,0.2909013083890129,additive
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,18,0.006662182039013533,additive
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,19,-0.07822192765089245,additive
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,20,0.09884077059244681,additive
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,21,0.11436281334848752,additive
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,22,0.07359714290936828,additive
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,23,0.3416567474890938,additive
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,24,-0.25929256635925685,additive
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,25,-0.21754554506281842,additive
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,26,0.3185035877155727,additive
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,27,-0.013751829801302828,additive
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,28,0.16296591643445288,additive
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,29,-0.03962185480550521,interaction
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,30,0.018454391145893805,intercept
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,0,0.10351044721405954,additive
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,1,0.024977844969529695,additive
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,2,0.1865286567948834,additive
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,3,-0.17477450490793003,additive
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,4,0.17596801855004002,additive
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,5,-0.35801827968435174,additive
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,6,0.23955425592162574,additive
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,7,-0.204564477216937,additive
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,8,0.06074447341732539,additive
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,9,-0.043206969406949944,additive
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,10,0.002433667695459171,additive
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,11,0.04234787782676639,additive
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,12,0.19186277462792492,additive
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,13,-0.20064970699048348,additive
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,14,0.022855293698884203,additive
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,15,-0.12495067183936376,additive
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,16,-0.06064993306170378,additive
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,17,0.4635934433485537,additive
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,18,-0.3966406057470723,additive
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,19,0.13888716107181331,additive
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,20,0.13818133266091112,additive
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,21,-0.0452969954189734,additive
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,22,-0.03773276872745932,additive
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,23,0.05447474115994529,additive
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,24,-0.1005148813808648,additive
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,25,-0.2131522927138331,additive
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,26,0.18716183060646116,additive
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,27,0.0745141459721881,additive
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,28,0.1789058128508255,additive
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,29,-0.003072263767437498,interaction
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,30,0.01379295060097162,intercept
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,0,0.042525764162645384,additive
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,1,-0.006723895057596908,additive
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,2,0.07160685032103786,additive
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,3,-0.017562695608885747,additive
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,4,-0.055558701979538196,additive
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,5,-0.05504548921552728,additive
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,6,-0.05519392577710101,additive
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,7,0.19071798068691653,additive
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,8,-0.22189754441927687,additive
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,9,-0.07290925724600845,additive
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,10,-0.0809225711182414,additive
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,11,-0.17713809099200745,additive
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,12,0.03279767327044098,additive
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,13,-0.10871185231206762,additive
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,14,-0.0020087229683069994,additive
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,15,0.12368975961195522,additive
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,16,-0.15119543330704904,additive
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,17,0.031518158842980135,additive
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,18,0.08382923475765006,additive
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,19,0.2141940625717446,additive
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,20,0.20516803065701936,additive
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,21,-0.10952014367925673,additive
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,22,-0.1485132152427497,additive
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,23,0.28327919292172044,additive
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,24,0.27313846596377667,additive
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,25,-0.01147452339471154,additive
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,26,0.1537796725047623,additive
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,27,-0.0019345018129778844,additive
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,28,0.08177060786381565,additive
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,29,0.16254941785148647,interaction
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,30,0.035277319313556633,intercept
learned_hmm_interaction_2016-12-31_20260911,learned_hmm_interaction,2016-12-31,20260911,0,0.020327870637594142,additive
learned_hmm_interaction_2016-12-31_20260911,learned_hmm_interaction,2016-12-31,20260911,1,0.04595804082498536,additive
learned_hmm_interaction_2016-12-31_20260911,learned_hmm_interaction,2016-12-31,20260911,2,0.048035963039798145,additive
learned_hmm_interaction_2016-12-31_20260911,learned_hmm_interaction,2016-12-31,20260911,3,0.3482723584037842,additive
learned_hmm_interaction_2016-12-31_20260911,learned_hmm_interaction,2016-12-31,20260911,4,0.16421557773552758,additive
learned_hmm_interaction_2016-12-31_20260911,learned_hmm_interaction,2016-12-31,20260911,5,0.08177167680613791,additive
learned_hmm_interaction_2016-12-31_20260911,learned_hmm_interaction,2016-12-31,20260911,6,0.032753465608244645,additive
learned_hmm_interaction_2016-12-31_20260911,learned_hmm_interaction,2016-12-31,20260911,7,-0.0018632865175664062,additive
learned_hmm_interaction_2016-12-31_20260911,learned_hmm_interaction,2016-12-31,20260911,8,-0.23883266523115398,additive
learned_hmm_interaction_2016-12-31_20260911,learned_hmm_interaction,2016-12-31,20260911,9,-0.08545232689066828,additive
learned_hmm_interaction_2016-12-31_20260911,learned_hmm_interaction,2016-12-31,20260911,10,0.07108829177527992,additive
learned_hmm_interaction_2016-12-31_20260911,learned_hmm_interaction,2016-12-31,20260911,11,0.04982214452597531,additive
learned_hmm_interaction_2016-12-31_20260911,learned_hmm_interaction,2016-12-31,20260911,12,-0.06879895193081476,additive
learned_hmm_interaction_2016-12-31_20260911,learned_hmm_interaction,2016-12-31,20260911,13,-0.10912063553526098,additive
learned_hmm_interaction_2016-12-31_20260911,learned_hmm_interaction,2016-12-31,20260911,14,0.0247436652208142,additive
learned_hmm_interaction_2016-12-31_20260911,learned_hmm_interaction,2016-12-31,20260911,15,0.0591299482029383,additive
learned_hmm_interaction_2016-12-31_20260911,learned_hmm_interaction,2016-12-31,20260911,16,-0.10540835866308172,additive
learned_hmm_interaction_2016-12-31_20260911,learned_hmm_interaction,2016-12-31,20260911,17,0.027770792428937426,additive
learned_hmm_interaction_2016-12-31_20260911,learned_hmm_interaction,2016-12-31,20260911,18,-0.055314033565241526,additive
learned_hmm_interaction_2016-12-31_20260911,learned_hmm_interaction,2016-12-31,20260911,19,-0.012865824592623068,additive
learned_hmm_interaction_2016-12-31_20260911,learned_hmm_interaction,2016-12-31,20260911,20,0.05085914741695184,additive
