state,cutoff,seed,mode,draw,parameter_group,parameter_count,return_gradient_norm,auxiliary_gradient_norm,dot_return_auxiliary,cosine,weighted_auxiliary_norm_ratio,auxiliary_projection_fraction,common_joint_gradient_norm
archived_mse,2019-12-31,20260910,dropout,2,shared,38495,0.22765206872672192,0.11734878529677399,-0.0042482987212003435,-0.15902479598986682,0.05154742759559186,-0.008197319157191426,0.22608297597435842
archived_mse,2019-12-31,20260910,dropout,2,all,38551,0.3788419001801253,0.14553076817297989,-0.0042482987212003435,-0.07705524733033439,0.03841464423649691,-0.0029600499127500745,0.3779990973966712
archived_mse,2019-12-31,20260910,dropout,3,shared,38495,0.20166699236571903,0.1082022012892386,-5.7043023424221224e-05,-0.0026141567102824343,0.05365389745735688,-0.00014025969607095513,0.20192881015047978
archived_mse,2019-12-31,20260910,dropout,3,all,38551,0.3886939357802299,0.13909493997866929,-5.704302342422166e-05,-0.0010550752602981753,0.03578520969190383,-3.775608943051023e-05,0.3889280667821717
archived_mse,2019-12-31,20260910,dropout_mean4,-2,shared,38495,0.20733864803189628,0.11189603857898978,-0.0011175164207851815,-0.048168036069437065,0.053967767052178366,-0.002599521349956305,0.2071014701010938
archived_mse,2019-12-31,20260910,dropout_mean4,-2,all,38551,0.37299702920242395,0.1417748748257143,-0.0011175164207851808,-0.021132421677962265,0.03800965255108604,-0.0008032360055423845,0.3729668640254726
archived_mse,2019-12-31,20260911,eval,-1,shared,38495,0.1939756362995645,0.19298158012878172,0.012031347519991829,0.3214039635224374,0.09948753555356427,0.03197568824799497,0.2010105367499657
archived_mse,2019-12-31,20260911,eval,-1,all,38551,0.3352018160944676,0.22527823833857852,0.012031347519991829,0.15932673891066482,0.06720674755386466,0.010707831920549558,0.33952029374356546
archived_mse,2019-12-31,20260911,dropout,0,shared,38495,0.1702961736388512,0.14704900631407844,0.01009364055173283,0.4030703484364065,0.0863489784720159,0.03480471283984322,0.17673638269739453
archived_mse,2019-12-31,20260911,dropout,0,all,38551,0.26401841006795934,0.17902536566760563,0.01009364055173283,0.2135497434426122,0.06780790991867719,0.014480361766513274,0.2684119032023057
archived_mse,2019-12-31,20260911,dropout,1,shared,38495,0.16571260023094533,0.1558964212099447,0.009170973397883904,0.3549962424468673,0.09407638344500038,0.033396762625965803,0.1718659288408804
archived_mse,2019-12-31,20260911,dropout,1,all,38551,0.28273052502365303,0.18385561696341388,0.009170973397883904,0.17642731774613263,0.06502856985393872,0.011472816156197427,0.2865462848103553
archived_mse,2019-12-31,20260911,dropout,2,shared,38495,0.1996522123127372,0.15594572933284848,0.007554381299660796,0.2426337938069462,0.07810869087119032,0.018951807995370894,0.20399772755174012
archived_mse,2019-12-31,20260911,dropout,2,all,38551,0.27745630682690237,0.18304835333671599,0.007554381299660796,0.14874366358453198,0.06597375832978092,0.009813178514412147,0.28076314831998367
archived_mse,2019-12-31,20260911,dropout,3,shared,38495,0.1437451944290182,0.13573001194584858,0.0036954598935326137,0.18940841565126973,0.09442403447641685,0.017884706769578988,0.14692174536660996
archived_mse,2019-12-31,20260911,dropout,3,all,38551,0.2622415956680424,0.16474002316024705,0.0036954598935326145,0.08553971358906462,0.06281994385390433,0.005373600004944098,0.26416119932635057
archived_mse,2019-12-31,20260911,dropout_mean4,-2,shared,38495,0.15575791223823232,0.14176878893212064,0.006117945468529842,0.2770606539358991,0.0910186756453725,0.0252176937946864,0.16026571752458996
archived_mse,2019-12-31,20260911,dropout_mean4,-2,all,38551,0.2568946208735406,0.17153669724668916,0.006117945468529843,0.13883326812385813,0.06677317596740576,0.009270338242564406,0.25983202980481285
archived_mse,2019-12-31,20260912,eval,-1,shared,38495,0.3377534511303496,0.18471247844532107,-0.011764219758734085,-0.18856761046151294,0.054688553981358065,-0.01031248994386015,0.3347622093302181
archived_mse,2019-12-31,20260912,eval,-1,all,38551,0.3590716694471081,0.218577119225808,-0.011764219758734084,-0.14989159810270541,0.06087283899684122,-0.009124327118285218,0.35645108979813345
archived_mse,2019-12-31,20260912,dropout,0,shared,38495,0.24906483730950607,0.16044729571469915,-0.007045779653149584,-0.17631296010792183,0.06441989059873422,-0.011358061601291315,0.2467419109117914
archived_mse,2019-12-31,20260912,dropout,0,all,38551,0.2681962720595073,0.19027130078783802,-0.007045779653149583,-0.1380711789000725,0.07094479700509061,-0.009795431759319196,0.2662369547884409
archived_mse,2019-12-31,20260912,dropout,1,shared,38495,0.2972476630805189,0.15281256148287278,-0.005566596944454223,-0.12254970563097069,0.0514091716985101,-0.0063001788583844425,0.2957640454947295
archived_mse,2019-12-31,20260912,dropout,1,all,38551,0.31362481589181906,0.18413303200805944,-0.005566596944454223,-0.09639347856855554,0.0587112443524156,-0.005659381074217801,0.31238798870803497
archived_mse,2019-12-31,20260912,dropout,2,shared,38495,0.1666444485370041,0.1511148557909957,-0.0024718728396676843,-0.09815854541933013,0.09068100204816605,-0.008901115258215275,0.16584436878192763
archived_mse,2019-12-31,20260912,dropout,2,all,38551,0.19544932273239027,0.1834739769767577,-0.0024718728396676834,-0.06893146060188567,0.0938729151944777,-0.006470797155312292,0.19504535418946328
archived_mse,2019-12-31,20260912,dropout,3,shared,38495,0.19658438958626598,0.15361326971158937,-0.005333050200115687,-0.1766029321998743,0.07814113319724207,-0.013799953248053887,0.19446023386619823
archived_mse,2019-12-31,20260912,dropout,3,all,38551,0.22391681515656522,0.18550771563405724,-0.005333050200115688,-0.1283887545168696,0.08284671050914516,-0.010636585978088796,0.22229768598758268
archived_mse,2019-12-31,20260912,dropout_mean4,-2,shared,38495,0.21824607792480813,0.15337412407306567,-0.0054015369557007375,-0.1613685172609106,0.07027577564344929,-0.011340297714943826,0.21630136235764458
archived_mse,2019-12-31,20260912,dropout_mean4,-2,all,38551,0.23826088156436565,0.18482150446819717,-0.005401536955700738,-0.12266258315897145,0.07757106548699984,-0.009515067271029139,0.2367055769892788
archived_huber,2017-12-31,20260910,eval,-1,shared,38495,0.13575035170009023,0.24303603080394484,0.019063781214752117,0.5778264502332149,0.17903160305682164,0.10344919567388523,0.15110122220663194
archived_huber,2017-12-31,20260910,eval,-1,all,38551,0.1627248863772788,0.2909715587420822,0.019063781214752114,0.40262851346839834,0.1788119600019032,0.07199479364593699,0.17646186378199877
archived_huber,2017-12-31,20260910,dropout,0,shared,38495,0.11663184149320281,0.2554034231081164,0.01743976509193552,0.5854594014392177,0.21898258643459823,0.12820541397961163,0.1332037858089481
archived_huber,2017-12-31,20260910,dropout,0,all,38551,0.15588693971635892,0.29418922220744825,0.01743976509193552,0.3802805746105831,0.18871960841795637,0.0717664011294647,0.16927540866041071
archived_huber,2017-12-31,20260910,dropout,1,shared,38495,0.10736233390777596,0.26306711019327544,0.015137017063782406,0.5359469485040178,0.24502737656508997,0.13132167477000486,0.12347516835192275
archived_huber,2017-12-31,20260910,dropout,1,all,38551,0.14327077370297367,0.3011157447834884,0.015137017063782406,0.3508724179723118,0.21017248459044133,0.07374372785949661,0.15639892879355127
archived_huber,2017-12-31,20260910,dropout,2,shared,38495,0.1092787578112151,0.2547768270015492,0.01459699616251206,0.5242854672240638,0.2331439632958583,0.12223399172703904,0.12454058959646205
archived_huber,2017-12-31,20260910,dropout,2,all,38551,0.13476503105552573,0.2929425645118199,0.014596996162512062,0.369746267796159,0.21737283197087087,0.08037279334151108,0.14811875738381972
archived_huber,2017-12-31,20260910,dropout,3,shared,38495,0.08589371850702845,0.2654855035325533,0.012693500837560259,0.5566461368416072,0.30908605209684725,0.1720515568513338,0.10305948074940037
archived_huber,2017-12-31,20260910,dropout,3,all,38551,0.1345988731757047,0.3036368219358053,0.012693500837560259,0.3105886311887135,0.22558645163354327,0.07006458722758113,0.1468928521883698
archived_huber,2017-12-31,20260910,dropout_mean4,-2,shared,38495,0.09673405094952743,0.2588541915987703,0.014719077914587136,0.5878222586545392,0.2675936643383536,0.1572975121730156,0.11389182201152867
archived_huber,2017-12-31,20260910,dropout_mean4,-2,all,38551,0.12903255585302367,0.2970467424738598,0.014719077914587136,0.3840223583142419,0.23021069412297393,0.08840605366626304,0.14309291989831088
archived_huber,2017-12-31,20260911,eval,-1,shared,38495,0.059330605814522326,0.22785104170020898,0.0030679770498615944,0.22694588119749776,0.3840362635306818,0.08715544823876505,0.06821200164435326
archived_huber,2017-12-31,20260911,eval,-1,all,38551,0.12556779374901159,0.2648477767256541,0.003067977049861594,0.09225236555886553,0.21092014824680227,0.019457882619794115,0.13069931019455247
archived_huber,2017-12-31,20260911,dropout,0,shared,38495,0.052098403151203045,0.18670355300268893,0.0020551763554016236,0.21128667073112112,0.35836713163900036,0.07571819814346582,0.05893946936496702
archived_huber,2017-12-31,20260911,dropout,0,all,38551,0.09017176178259967,0.22029794570812036,0.0020551763554016236,0.10345895617675156,0.24430923978090777,0.025275978932068427,0.09501207156404076
archived_huber,2017-12-31,20260911,dropout,1,shared,38495,0.046881734190991224,0.2049259989743044,0.0007259018953660144,0.07555743414864267,0.4371126676744883,0.03302711160335268,0.05256447498438584
archived_huber,2017-12-31,20260911,dropout,1,all,38551,0.08592452791478555,0.23827738709033303,0.0007259018953660144,0.035455037299197856,0.27731009162673703,0.009832039642069934,0.08997758614476124
archived_huber,2017-12-31,20260911,dropout,2,shared,38495,0.04816968330912129,0.19374669629766786,8.694124630590177e-05,0.009315748702053038,0.4022170854940632,0.0037469532921348752,0.05208727735853378
archived_huber,2017-12-31,20260911,dropout,2,all,38551,0.09469839031628263,0.22639446003831157,8.694124630590172e-05,0.004055248471851826,0.23906896335004002,0.0009694840482924498,0.09745623578364074
archived_huber,2017-12-31,20260911,dropout,3,shared,38495,0.0425793497284257,0.1708296102927575,-0.00023606414264796519,-0.03245397142609933,0.4012029572605539,-0.013020629311000564,0.04536094964056359
archived_huber,2017-12-31,20260911,dropout,3,all,38551,0.08591177248398446,0.20584840163230084,-0.00023606414264796491,-0.013348419471475609,0.23960441704386298,-0.003198340265919863,0.0880758506479276
archived_huber,2017-12-31,20260911,dropout_mean4,-2,shared,38495,0.03952822042899774,0.1864115178916359,0.00048017623141878633,0.06516593835964853,0.4715909693594128,0.030731668040242393,0.0447884806238594
archived_huber,2017-12-31,20260911,dropout_mean4,-2,all,38551,0.07839113046079343,0.22030866339969551,0.00048017623141878633,0.02780367195573362,0.2810377425413973,0.007813881200800933,0.0820156305401263
archived_huber,2017-12-31,20260912,eval,-1,shared,38495,0.035786592674606536,0.16356863278263875,-0.0021943812461555413,-0.37487951490055915,0.45706679669088435,-0.17134497902063123,0.03330692033693466
archived_huber,2017-12-31,20260912,eval,-1,all,38551,0.1653304805707988,0.17123995936049266,-0.0021943812461555404,-0.07750933998958688,0.10357434319992995,-0.008027978981281528,0.1648894259598171
archived_huber,2017-12-31,20260912,dropout,0,shared,38495,0.02678196388847675,0.14351880857280985,-0.0017574527100211142,-0.4572275673990659,0.5358785829539576,-0.24501846090529658,0.023911493718733638
archived_huber,2017-12-31,20260912,dropout,0,all,38551,0.12973412036429083,0.15240685931455947,-0.0017574527100211142,-0.0888842726022678,0.11747631146425015,-0.010441796492497327,0.12927385641479625
archived_huber,2017-12-31,20260912,dropout,1,shared,38495,0.030034133700158196,0.14745374312422158,-0.001682241389761169,-0.3798546111290179,0.49095387466908996,-0.18649109314471177,0.027982619119378084
archived_huber,2017-12-31,20260912,dropout,1,all,38551,0.13262000907366067,0.1569324735416247,-0.001682241389761169,-0.08082885760930417,0.11833242558026086,-0.009564674777790487,0.13227961498758806
archived_huber,2017-12-31,20260912,dropout,2,shared,38495,0.0258824332048591,0.15003624723887246,-0.0022096869709210547,-0.5690225272167869,0.5796837030403503,-0.3298530856904056,0.021285481184953815
archived_huber,2017-12-31,20260912,dropout,2,all,38551,0.1310265941500228,0.15899140599686848,-0.0022096869709210543,-0.10607124166538566,0.12134285182962669,-0.012870986960787418,0.13030277683986322
archived_huber,2017-12-31,20260912,dropout,3,shared,38495,0.03056140267433799,0.1503131771827309,-0.0017681368136341353,-0.384897888614992,0.4918399158064395,-0.189308145130474,0.028395641972737234
archived_huber,2017-12-31,20260912,dropout,3,all,38551,0.1359179290269407,0.15920793183647874,-0.0017681368136341351,-0.08170985073737808,0.11713534261173275,-0.009571111360876326,0.1355489864360562
archived_huber,2017-12-31,20260912,dropout_mean4,-2,shared,38495,0.025549078767165175,0.14674867597500302,-0.0018668476856259996,-0.4979198600632795,0.5743795199520052,-0.2859949701977161,0.022242698301460074
archived_huber,2017-12-31,20260912,dropout_mean4,-2,all,38551,0.1295317861697143,0.1557964530415891,-0.0018668476856259994,-0.09250707847381837,0.12027661908210117,-0.011126438639993495,0.12902650673018623
archived_huber,2018-12-31,20260910,eval,-1,shared,38495,0.3259336287207449,0.2285165484060201,0.04921618328431718,0.6607864116704432,0.07011137491486333,0.046328643847273664,0.34146473480710987
archived_huber,2018-12-31,20260910,eval,-1,all,38551,0.6077900325650777,0.3022001775458827,0.04921618328431718,0.26795362846509896,0.049721147329530334,0.013322961838395422,0.6165753885904053
